forecast_case_id,case_id,storm_id,reference_event,reference_time,reference_latitude,reference_longitude,nominal_lead_hours,target_init_time,init_time,actual_lead_hours,cycle_offset_hours,schedule_status
2023138N05151-CE06-L072,2023138N05151-CE06,2023138N05151,landfall,2023-06-01 15:43:25.660619+00:00,26.420795770331534,127.72023638991584,72,2023-05-29 15:43:25.660619+00:00,2023-05-29 18:00:00+00:00,69.72379461638889,2.276205383611111,matched
2023138N05151-CE06-L096,2023138N05151-CE06,2023138N05151,landfall,2023-06-01 15:43:25.660619+00:00,26.420795770331534,127.72023638991584,96,2023-05-28 15:43:25.660619+00:00,2023-05-28 18:00:00+00:00,93.72379461638889,2.276205383611111,matched
2023138N05151-CE06-L120,2023138N05151-CE06,2023138N05151,landfall,2023-06-01 15:43:25.660619+00:00,26.420795770331534,127.72023638991584,120,2023-05-27 15:43:25.660619+00:00,2023-05-27 18:00:00+00:00,117.72379461638889,2.276205383611111,matched
2023156N12135-CE01-L024,2023156N12135-CE01,2023156N12135,coastal_approach,2023-06-11 04:00:00+00:00,23.800185408211853,132.1661549207511,24,2023-06-10 04:00:00+00:00,2023-06-10 06:00:00+00:00,22.0,2.0,matched
2023156N12135-CE01-L048,2023156N12135-CE01,2023156N12135,coastal_approach,2023-06-11 04:00:00+00:00,23.800185408211853,132.1661549207511,48,2023-06-09 04:00:00+00:00,2023-06-09 06:00:00+00:00,46.0,2.0,matched
2023156N12135-CE01-L072,2023156N12135-CE01,2023156N12135,coastal_approach,2023-06-11 04:00:00+00:00,23.800185408211853,132.1661549207511,72,2023-06-08 04:00:00+00:00,2023-06-08 06:00:00+00:00,70.0,2.0,matched
2023156N12135-CE01-L096,2023156N12135-CE01,2023156N12135,coastal_approach,2023-06-11 04:00:00+00:00,23.800185408211853,132.1661549207511,96,2023-06-07 04:00:00+00:00,2023-06-07 06:00:00+00:00,94.0,2.0,matched
2023156N12135-CE01-L120,2023156N12135-CE01,2023156N12135,coastal_approach,2023-06-11 04:00:00+00:00,23.800185408211853,132.1661549207511,120,2023-06-06 04:00:00+00:00,2023-06-06 06:00:00+00:00,118.0,2.0,matched
2023180N13264-CE01-L024,2023180N13264-CE01,2023180N13264,landfall,2023-07-01 05:30:57.408755+00:00,19.135519446909328,-104.5353298791894,24,2023-06-30 05:30:57.408755+00:00,2023-06-30 06:00:00+00:00,23.515946876388888,0.48405312361111114,matched
2023180N13264-CE01-L048,2023180N13264-CE01,2023180N13264,landfall,2023-07-01 05:30:57.408755+00:00,19.135519446909328,-104.5353298791894,48,2023-06-29 05:30:57.408755+00:00,2023-06-29 06:00:00+00:00,47.515946876388895,0.48405312361111114,matched
2023180N13264-CE01-L072,2023180N13264-CE01,2023180N13264,landfall,2023-07-01 05:30:57.408755+00:00,19.135519446909328,-104.5353298791894,72,2023-06-28 05:30:57.408755+00:00,2023-06-28 06:00:00+00:00,71.5159468763889,0.48405312361111114,matched
2023180N13264-CE01-L096,2023180N13264-CE01,2023180N13264,landfall,2023-07-01 05:30:57.408755+00:00,19.135519446909328,-104.5353298791894,96,2023-06-27 05:30:57.408755+00:00,2023-06-27 06:00:00+00:00,95.51594687638888,0.48405312361111114,matched
2023180N13264-CE01-L120,2023180N13264-CE01,2023180N13264,landfall,2023-07-01 05:30:57.408755+00:00,19.135519446909328,-104.5353298791894,120,2023-06-26 05:30:57.408755+00:00,2023-06-26 06:00:00+00:00,119.51594687638888,0.48405312361111114,matched
2023179N15256-CE01-L024,2023179N15256-CE01,2023179N15256,coastal_approach,2023-07-01 17:15:00+00:00,18.450020139068773,-114.64995667145854,24,2023-06-30 17:15:00+00:00,2023-06-30 18:00:00+00:00,23.25,0.75,matched
2023179N15256-CE01-L048,2023179N15256-CE01,2023179N15256,coastal_approach,2023-07-01 17:15:00+00:00,18.450020139068773,-114.64995667145854,48,2023-06-29 17:15:00+00:00,2023-06-29 18:00:00+00:00,47.25,0.75,matched
2023179N15256-CE01-L072,2023179N15256-CE01,2023179N15256,coastal_approach,2023-07-01 17:15:00+00:00,18.450020139068773,-114.64995667145854,72,2023-06-28 17:15:00+00:00,2023-06-28 18:00:00+00:00,71.25,0.75,matched
2023179N15256-CE01-L096,2023179N15256-CE01,2023179N15256,coastal_approach,2023-07-01 17:15:00+00:00,18.450020139068773,-114.64995667145854,96,2023-06-27 17:15:00+00:00,2023-06-27 18:00:00+00:00,95.25,0.75,matched
2023179N15256-CE01-L120,2023179N15256-CE01,2023179N15256,coastal_approach,2023-07-01 17:15:00+00:00,18.450020139068773,-114.64995667145854,120,2023-06-26 17:15:00+00:00,2023-06-26 18:00:00+00:00,119.25,0.75,matched
2023194N16123-CE01-L024,2023194N16123-CE01,2023194N16123,landfall,2023-07-17 13:58:44.226362+00:00,21.2002391962397,110.50420954373018,24,2023-07-16 13:58:44.226362+00:00,2023-07-16 12:00:00+00:00,25.978951767222224,-1.9789517672222223,matched
2023194N16123-CE01-L048,2023194N16123-CE01,2023194N16123,landfall,2023-07-17 13:58:44.226362+00:00,21.2002391962397,110.50420954373018,48,2023-07-15 13:58:44.226362+00:00,2023-07-15 12:00:00+00:00,49.97895176722222,-1.9789517672222223,matched
2023194N16123-CE01-L072,2023194N16123-CE01,2023194N16123,landfall,2023-07-17 13:58:44.226362+00:00,21.2002391962397,110.50420954373018,72,2023-07-14 13:58:44.226362+00:00,2023-07-14 12:00:00+00:00,73.97895176722221,-1.9789517672222223,matched
2023194N16123-CE01-L096,2023194N16123-CE01,2023194N16123,landfall,2023-07-17 13:58:44.226362+00:00,21.2002391962397,110.50420954373018,96,2023-07-13 13:58:44.226362+00:00,2023-07-13 12:00:00+00:00,97.97895176722221,-1.9789517672222223,matched
2023194N16123-CE01-L120,2023194N16123-CE01,2023194N16123,landfall,2023-07-17 13:58:44.226362+00:00,21.2002391962397,110.50420954373018,120,2023-07-12 13:58:44.226362+00:00,2023-07-12 12:00:00+00:00,121.97895176722221,-1.9789517672222223,matched
2023201N13134-CE02-L024,2023201N13134-CE02,2023201N13134,landfall,2023-07-25 15:55:23.591147+00:00,19.00014393427472,121.94613009457116,24,2023-07-24 15:55:23.591147+00:00,2023-07-24 18:00:00+00:00,21.923219763055556,2.0767802369444444,matched
2023201N13134-CE02-L048,2023201N13134-CE02,2023201N13134,landfall,2023-07-25 15:55:23.591147+00:00,19.00014393427472,121.94613009457116,48,2023-07-23 15:55:23.591147+00:00,2023-07-23 18:00:00+00:00,45.923219763055556,2.0767802369444444,matched
2023201N13134-CE02-L072,2023201N13134-CE02,2023201N13134,landfall,2023-07-25 15:55:23.591147+00:00,19.00014393427472,121.94613009457116,72,2023-07-22 15:55:23.591147+00:00,2023-07-22 18:00:00+00:00,69.92321976305556,2.0767802369444444,matched
2023201N13134-CE02-L096,2023201N13134-CE02,2023201N13134,landfall,2023-07-25 15:55:23.591147+00:00,19.00014393427472,121.94613009457116,96,2023-07-21 15:55:23.591147+00:00,2023-07-21 18:00:00+00:00,93.92321976305557,2.0767802369444444,matched
2023201N13134-CE02-L120,2023201N13134-CE02,2023201N13134,landfall,2023-07-25 15:55:23.591147+00:00,19.00014393427472,121.94613009457116,120,2023-07-20 15:55:23.591147+00:00,2023-07-20 18:00:00+00:00,117.92321976305557,2.0767802369444444,matched
2023207N09141-CE01-L024,2023207N09141-CE01,2023207N09141,landfall,2023-08-09 13:05:38.750852+00:00,32.58236341112029,128.7636588495597,24,2023-08-08 13:05:38.750852+00:00,2023-08-08 12:00:00+00:00,25.09409745888889,-1.094097458888889,matched
2023207N09141-CE01-L048,2023207N09141-CE01,2023207N09141,landfall,2023-08-09 13:05:38.750852+00:00,32.58236341112029,128.7636588495597,48,2023-08-07 13:05:38.750852+00:00,2023-08-07 12:00:00+00:00,49.09409745888889,-1.094097458888889,matched
2023207N09141-CE01-L072,2023207N09141-CE01,2023207N09141,landfall,2023-08-09 13:05:38.750852+00:00,32.58236341112029,128.7636588495597,72,2023-08-06 13:05:38.750852+00:00,2023-08-06 12:00:00+00:00,73.0940974588889,-1.094097458888889,matched
2023207N09141-CE01-L096,2023207N09141-CE01,2023207N09141,landfall,2023-08-09 13:05:38.750852+00:00,32.58236341112029,128.7636588495597,96,2023-08-05 13:05:38.750852+00:00,2023-08-05 12:00:00+00:00,97.0940974588889,-1.094097458888889,matched
2023207N09141-CE01-L120,2023207N09141-CE01,2023207N09141,landfall,2023-08-09 13:05:38.750852+00:00,32.58236341112029,128.7636588495597,120,2023-08-04 13:05:38.750852+00:00,2023-08-04 12:00:00+00:00,121.0940974588889,-1.094097458888889,matched
2023218N25145-CE01-L024,2023218N25145-CE01,2023218N25145,landfall,2023-08-14 19:44:52.834246+00:00,33.51224092037296,135.82536076087203,24,2023-08-13 19:44:52.834246+00:00,2023-08-13 18:00:00+00:00,25.748009512777777,-1.748009512777778,matched
2023218N25145-CE01-L048,2023218N25145-CE01,2023218N25145,landfall,2023-08-14 19:44:52.834246+00:00,33.51224092037296,135.82536076087203,48,2023-08-12 19:44:52.834246+00:00,2023-08-12 18:00:00+00:00,49.748009512777784,-1.748009512777778,matched
2023218N25145-CE01-L072,2023218N25145-CE01,2023218N25145,landfall,2023-08-14 19:44:52.834246+00:00,33.51224092037296,135.82536076087203,72,2023-08-11 19:44:52.834246+00:00,2023-08-11 18:00:00+00:00,73.74800951277777,-1.748009512777778,matched
2023218N25145-CE01-L096,2023218N25145-CE01,2023218N25145,landfall,2023-08-14 19:44:52.834246+00:00,33.51224092037296,135.82536076087203,96,2023-08-10 19:44:52.834246+00:00,2023-08-10 18:00:00+00:00,97.74800951277777,-1.748009512777778,matched
2023218N25145-CE01-L120,2023218N25145-CE01,2023218N25145,landfall,2023-08-14 19:44:52.834246+00:00,33.51224092037296,135.82536076087203,120,2023-08-09 19:44:52.834246+00:00,2023-08-09 18:00:00+00:00,121.74800951277777,-1.748009512777778,matched
2023228N12259-CE01-L024,2023228N12259-CE01,2023228N12259,landfall,2023-08-20 12:00:58.637144+00:00,28.10434453404239,-115.30107779194702,24,2023-08-19 12:00:58.637144+00:00,2023-08-19 12:00:00+00:00,24.016288095555552,-0.016288095555555555,matched
2023228N12259-CE01-L048,2023228N12259-CE01,2023228N12259,landfall,2023-08-20 12:00:58.637144+00:00,28.10434453404239,-115.30107779194702,48,2023-08-18 12:00:58.637144+00:00,2023-08-18 12:00:00+00:00,48.01628809555556,-0.016288095555555555,matched
2023228N12259-CE01-L072,2023228N12259-CE01,2023228N12259,landfall,2023-08-20 12:00:58.637144+00:00,28.10434453404239,-115.30107779194702,72,2023-08-17 12:00:58.637144+00:00,2023-08-17 12:00:00+00:00,72.01628809555555,-0.016288095555555555,matched
2023228N12259-CE01-L096,2023228N12259-CE01,2023228N12259,landfall,2023-08-20 12:00:58.637144+00:00,28.10434453404239,-115.30107779194702,96,2023-08-16 12:00:58.637144+00:00,2023-08-16 12:00:00+00:00,96.01628809555555,-0.016288095555555555,matched
2023228N12259-CE01-L120,2023228N12259-CE01,2023228N12259,landfall,2023-08-20 12:00:58.637144+00:00,28.10434453404239,-115.30107779194702,120,2023-08-15 12:00:58.637144+00:00,2023-08-15 12:00:00+00:00,120.01628809555555,-0.016288095555555555,matched
2023234N18128-CE01-L024,2023234N18128-CE01,2023234N18128,coastal_approach,2023-08-26 21:00:00+00:00,17.000000000000004,122.9,24,2023-08-25 21:00:00+00:00,2023-08-25 18:00:00+00:00,27.0,-3.0,matched
2023234N18128-CE01-L048,2023234N18128-CE01,2023234N18128,coastal_approach,2023-08-26 21:00:00+00:00,17.000000000000004,122.9,48,2023-08-24 21:00:00+00:00,2023-08-24 18:00:00+00:00,51.0,-3.0,matched
2023234N18128-CE01-L072,2023234N18128-CE01,2023234N18128,coastal_approach,2023-08-26 21:00:00+00:00,17.000000000000004,122.9,72,2023-08-23 21:00:00+00:00,2023-08-23 18:00:00+00:00,75.0,-3.0,matched
2023234N18128-CE01-L096,2023234N18128-CE01,2023234N18128,coastal_approach,2023-08-26 21:00:00+00:00,17.000000000000004,122.9,96,2023-08-22 21:00:00+00:00,2023-08-22 18:00:00+00:00,99.0,-3.0,matched
2023234N18128-CE01-L120,2023234N18128-CE01,2023234N18128,coastal_approach,2023-08-26 21:00:00+00:00,17.000000000000004,122.9,120,2023-08-21 21:00:00+00:00,2023-08-21 18:00:00+00:00,123.0,-3.0,matched
2023234N18128-CE02-L024,2023234N18128-CE02,2023234N18128,coastal_approach,2023-08-29 17:00:00+00:00,19.800100498144097,122.03349960483196,24,2023-08-28 17:00:00+00:00,2023-08-28 18:00:00+00:00,23.0,1.0,matched
2023234N18128-CE02-L048,2023234N18128-CE02,2023234N18128,coastal_approach,2023-08-29 17:00:00+00:00,19.800100498144097,122.03349960483196,48,2023-08-27 17:00:00+00:00,2023-08-27 18:00:00+00:00,47.0,1.0,matched
2023234N18128-CE02-L072,2023234N18128-CE02,2023234N18128,coastal_approach,2023-08-29 17:00:00+00:00,19.800100498144097,122.03349960483196,72,2023-08-26 17:00:00+00:00,2023-08-26 18:00:00+00:00,71.0,1.0,matched
2023234N18128-CE02-L096,2023234N18128-CE02,2023234N18128,coastal_approach,2023-08-29 17:00:00+00:00,19.800100498144097,122.03349960483196,96,2023-08-25 17:00:00+00:00,2023-08-25 18:00:00+00:00,95.0,1.0,matched
2023234N18128-CE02-L120,2023234N18128-CE02,2023234N18128,coastal_approach,2023-08-29 17:00:00+00:00,19.800100498144097,122.03349960483196,120,2023-08-24 17:00:00+00:00,2023-08-24 18:00:00+00:00,119.0,1.0,matched
2023239N21274-CE01-L024,2023239N21274-CE01,2023239N21274,landfall,2023-08-30 11:37:03.456477+00:00,29.861537016295618,-83.62424916662393,24,2023-08-29 11:37:03.456477+00:00,2023-08-29 12:00:00+00:00,23.617626799166665,0.38237320083333337,matched
2023239N21274-CE01-L048,2023239N21274-CE01,2023239N21274,landfall,2023-08-30 11:37:03.456477+00:00,29.861537016295618,-83.62424916662393,48,2023-08-28 11:37:03.456477+00:00,2023-08-28 12:00:00+00:00,47.617626799166665,0.38237320083333337,matched
2023239N21274-CE01-L072,2023239N21274-CE01,2023239N21274,landfall,2023-08-30 11:37:03.456477+00:00,29.861537016295618,-83.62424916662393,72,2023-08-27 11:37:03.456477+00:00,2023-08-27 12:00:00+00:00,71.61762679916667,0.38237320083333337,matched
2023239N21274-CE01-L096,2023239N21274-CE01,2023239N21274,landfall,2023-08-30 11:37:03.456477+00:00,29.861537016295618,-83.62424916662393,96,2023-08-26 11:37:03.456477+00:00,2023-08-26 12:00:00+00:00,95.61762679916667,0.38237320083333337,matched
2023239N21274-CE01-L120,2023239N21274-CE01,2023239N21274,landfall,2023-08-30 11:37:03.456477+00:00,29.861537016295618,-83.62424916662393,120,2023-08-25 11:37:03.456477+00:00,2023-08-25 12:00:00+00:00,119.61762679916667,0.38237320083333337,matched
2023234N18128-CE03-L024,2023234N18128-CE03,2023234N18128,landfall,2023-09-01 13:25:07.619309+00:00,22.00002968147096,114.21624337395444,24,2023-08-31 13:25:07.619309+00:00,2023-08-31 12:00:00+00:00,25.41878314138889,-1.4187831413888887,matched
2023234N18128-CE03-L048,2023234N18128-CE03,2023234N18128,landfall,2023-09-01 13:25:07.619309+00:00,22.00002968147096,114.21624337395444,48,2023-08-30 13:25:07.619309+00:00,2023-08-30 12:00:00+00:00,49.418783141388886,-1.4187831413888887,matched
2023234N18128-CE03-L072,2023234N18128-CE03,2023234N18128,landfall,2023-09-01 13:25:07.619309+00:00,22.00002968147096,114.21624337395444,72,2023-08-29 13:25:07.619309+00:00,2023-08-29 12:00:00+00:00,73.41878314138889,-1.4187831413888887,matched
2023234N18128-CE03-L096,2023234N18128-CE03,2023234N18128,landfall,2023-09-01 13:25:07.619309+00:00,22.00002968147096,114.21624337395444,96,2023-08-28 13:25:07.619309+00:00,2023-08-28 12:00:00+00:00,97.41878314138889,-1.4187831413888887,matched
2023234N18128-CE03-L120,2023234N18128-CE03,2023234N18128,landfall,2023-09-01 13:25:07.619309+00:00,22.00002968147096,114.21624337395444,120,2023-08-27 13:25:07.619309+00:00,2023-08-27 12:00:00+00:00,121.41878314138889,-1.4187831413888887,matched
2023239N18144-CE01-L024,2023239N18144-CE01,2023239N18144,landfall,2023-09-03 07:03:55.644912+00:00,22.900353046830396,121.25139356024812,24,2023-09-02 07:03:55.644912+00:00,2023-09-02 06:00:00+00:00,25.065456920000003,-1.0654569200000001,matched
2023239N18144-CE01-L048,2023239N18144-CE01,2023239N18144,landfall,2023-09-03 07:03:55.644912+00:00,22.900353046830396,121.25139356024812,48,2023-09-01 07:03:55.644912+00:00,2023-09-01 06:00:00+00:00,49.065456919999995,-1.0654569200000001,matched
2023239N18144-CE01-L072,2023239N18144-CE01,2023239N18144,landfall,2023-09-03 07:03:55.644912+00:00,22.900353046830396,121.25139356024812,72,2023-08-31 07:03:55.644912+00:00,2023-08-31 06:00:00+00:00,73.06545692,-1.0654569200000001,matched
2023239N18144-CE01-L096,2023239N18144-CE01,2023239N18144,landfall,2023-09-03 07:03:55.644912+00:00,22.900353046830396,121.25139356024812,96,2023-08-30 07:03:55.644912+00:00,2023-08-30 06:00:00+00:00,97.06545692,-1.0654569200000001,matched
2023239N18144-CE01-L120,2023239N18144-CE01,2023239N18144,landfall,2023-09-03 07:03:55.644912+00:00,22.900353046830396,121.25139356024812,120,2023-08-29 07:03:55.644912+00:00,2023-08-29 06:00:00+00:00,121.06545692,-1.0654569200000001,matched
2023249N12320-CE01-L024,2023249N12320-CE01,2023249N12320,landfall,2023-09-16 19:54:16.623545+00:00,44.27615740825629,-66.30480752253558,24,2023-09-15 19:54:16.623545+00:00,2023-09-15 18:00:00+00:00,25.904617651388886,-1.904617651388889,matched
2023249N12320-CE01-L048,2023249N12320-CE01,2023249N12320,landfall,2023-09-16 19:54:16.623545+00:00,44.27615740825629,-66.30480752253558,48,2023-09-14 19:54:16.623545+00:00,2023-09-14 18:00:00+00:00,49.90461765138889,-1.904617651388889,matched
2023249N12320-CE01-L072,2023249N12320-CE01,2023249N12320,landfall,2023-09-16 19:54:16.623545+00:00,44.27615740825629,-66.30480752253558,72,2023-09-13 19:54:16.623545+00:00,2023-09-13 18:00:00+00:00,73.90461765138889,-1.904617651388889,matched
2023249N12320-CE01-L096,2023249N12320-CE01,2023249N12320,landfall,2023-09-16 19:54:16.623545+00:00,44.27615740825629,-66.30480752253558,96,2023-09-12 19:54:16.623545+00:00,2023-09-12 18:00:00+00:00,97.90461765138889,-1.904617651388889,matched
2023249N12320-CE01-L120,2023249N12320-CE01,2023249N12320,landfall,2023-09-16 19:54:16.623545+00:00,44.27615740825629,-66.30480752253558,120,2023-09-11 19:54:16.623545+00:00,2023-09-11 18:00:00+00:00,121.90461765138889,-1.904617651388889,matched
2023271N14144-CE02-L024,2023271N14144-CE02,2023271N14144,landfall,2023-10-04 23:35:42.649778+00:00,21.98653808239084,120.84050644362948,24,2023-10-03 23:35:42.649778+00:00,2023-10-04 00:00:00+00:00,23.59518049388889,0.4048195061111111,matched
2023271N14144-CE02-L048,2023271N14144-CE02,2023271N14144,landfall,2023-10-04 23:35:42.649778+00:00,21.98653808239084,120.84050644362948,48,2023-10-02 23:35:42.649778+00:00,2023-10-03 00:00:00+00:00,47.59518049388889,0.4048195061111111,matched
2023271N14144-CE02-L072,2023271N14144-CE02,2023271N14144,landfall,2023-10-04 23:35:42.649778+00:00,21.98653808239084,120.84050644362948,72,2023-10-01 23:35:42.649778+00:00,2023-10-02 00:00:00+00:00,71.59518049388889,0.4048195061111111,matched
2023271N14144-CE02-L096,2023271N14144-CE02,2023271N14144,landfall,2023-10-04 23:35:42.649778+00:00,21.98653808239084,120.84050644362948,96,2023-09-30 23:35:42.649778+00:00,2023-10-01 00:00:00+00:00,95.59518049388889,0.4048195061111111,matched
2023271N14144-CE02-L120,2023271N14144-CE02,2023271N14144,landfall,2023-10-04 23:35:42.649778+00:00,21.98653808239084,120.84050644362948,120,2023-09-29 23:35:42.649778+00:00,2023-09-30 00:00:00+00:00,119.59518049388889,0.4048195061111111,matched
2023271N14144-CE03-L024,2023271N14144-CE03,2023271N14144,coastal_approach,2023-10-09 03:45:00+00:00,21.5750507431736,112.92496145012376,24,2023-10-08 03:45:00+00:00,2023-10-08 06:00:00+00:00,21.75,2.25,matched
2023271N14144-CE03-L048,2023271N14144-CE03,2023271N14144,coastal_approach,2023-10-09 03:45:00+00:00,21.5750507431736,112.92496145012376,48,2023-10-07 03:45:00+00:00,2023-10-07 06:00:00+00:00,45.75,2.25,matched
2023271N14144-CE03-L072,2023271N14144-CE03,2023271N14144,coastal_approach,2023-10-09 03:45:00+00:00,21.5750507431736,112.92496145012376,72,2023-10-06 03:45:00+00:00,2023-10-06 06:00:00+00:00,69.75,2.25,matched
2023271N14144-CE03-L096,2023271N14144-CE03,2023271N14144,coastal_approach,2023-10-09 03:45:00+00:00,21.5750507431736,112.92496145012376,96,2023-10-05 03:45:00+00:00,2023-10-05 06:00:00+00:00,93.75,2.25,matched
2023271N14144-CE03-L120,2023271N14144-CE03,2023271N14144,coastal_approach,2023-10-09 03:45:00+00:00,21.5750507431736,112.92496145012376,120,2023-10-04 03:45:00+00:00,2023-10-04 06:00:00+00:00,117.75,2.25,matched
2023279N08157-CE01-L024,2023279N08157-CE01,2023279N08157,coastal_approach,2023-10-10 09:00:00+00:00,14.7,145.3,24,2023-10-09 09:00:00+00:00,2023-10-09 06:00:00+00:00,27.0,-3.0,matched
2023279N08157-CE01-L048,2023279N08157-CE01,2023279N08157,coastal_approach,2023-10-10 09:00:00+00:00,14.7,145.3,48,2023-10-08 09:00:00+00:00,2023-10-08 06:00:00+00:00,51.0,-3.0,matched
2023279N08157-CE01-L072,2023279N08157-CE01,2023279N08157,coastal_approach,2023-10-10 09:00:00+00:00,14.7,145.3,72,2023-10-07 09:00:00+00:00,2023-10-07 06:00:00+00:00,75.0,-3.0,matched
2023279N08157-CE01-L096,2023279N08157-CE01,2023279N08157,coastal_approach,2023-10-10 09:00:00+00:00,14.7,145.3,96,2023-10-06 09:00:00+00:00,2023-10-06 06:00:00+00:00,99.0,-3.0,matched
2023279N08157-CE01-L120,2023279N08157-CE01,2023279N08157,coastal_approach,2023-10-10 09:00:00+00:00,14.7,145.3,120,2023-10-05 09:00:00+00:00,2023-10-05 06:00:00+00:00,123.0,-3.0,matched
2023276N11254-CE02-L024,2023276N11254-CE02,2023276N11254,landfall,2023-10-10 23:50:50.374468+00:00,20.074642159947917,-105.54083449564916,24,2023-10-09 23:50:50.374468+00:00,2023-10-10 00:00:00+00:00,23.84732624111111,0.1526737588888889,matched
2023276N11254-CE02-L048,2023276N11254-CE02,2023276N11254,landfall,2023-10-10 23:50:50.374468+00:00,20.074642159947917,-105.54083449564916,48,2023-10-08 23:50:50.374468+00:00,2023-10-09 00:00:00+00:00,47.84732624111111,0.1526737588888889,matched
2023276N11254-CE02-L072,2023276N11254-CE02,2023276N11254,landfall,2023-10-10 23:50:50.374468+00:00,20.074642159947917,-105.54083449564916,72,2023-10-07 23:50:50.374468+00:00,2023-10-08 00:00:00+00:00,71.8473262411111,0.1526737588888889,matched
2023276N11254-CE02-L096,2023276N11254-CE02,2023276N11254,landfall,2023-10-10 23:50:50.374468+00:00,20.074642159947917,-105.54083449564916,96,2023-10-06 23:50:50.374468+00:00,2023-10-07 00:00:00+00:00,95.84732624111112,0.1526737588888889,matched
2023276N11254-CE02-L120,2023276N11254-CE02,2023276N11254,landfall,2023-10-10 23:50:50.374468+00:00,20.074642159947917,-105.54083449564916,120,2023-10-05 23:50:50.374468+00:00,2023-10-06 00:00:00+00:00,119.84732624111112,0.1526737588888889,matched
2023290N12256-CE01-L024,2023290N12256-CE01,2023290N12256,landfall,2023-10-21 20:28:24.245886+00:00,23.02978701683385,-110.1,24,2023-10-20 20:28:24.245886+00:00,2023-10-20 18:00:00+00:00,26.473401635000002,-2.473401635,matched
2023290N12256-CE01-L048,2023290N12256-CE01,2023290N12256,landfall,2023-10-21 20:28:24.245886+00:00,23.02978701683385,-110.1,48,2023-10-19 20:28:24.245886+00:00,2023-10-19 18:00:00+00:00,50.473401634999995,-2.473401635,matched
2023290N12256-CE01-L072,2023290N12256-CE01,2023290N12256,landfall,2023-10-21 20:28:24.245886+00:00,23.02978701683385,-110.1,72,2023-10-18 20:28:24.245886+00:00,2023-10-18 18:00:00+00:00,74.473401635,-2.473401635,matched
2023290N12256-CE01-L096,2023290N12256-CE01,2023290N12256,landfall,2023-10-21 20:28:24.245886+00:00,23.02978701683385,-110.1,96,2023-10-17 20:28:24.245886+00:00,2023-10-17 18:00:00+00:00,98.473401635,-2.473401635,matched
2023290N12256-CE01-L120,2023290N12256-CE01,2023290N12256,landfall,2023-10-21 20:28:24.245886+00:00,23.02978701683385,-110.1,120,2023-10-16 20:28:24.245886+00:00,2023-10-16 18:00:00+00:00,122.473401635,-2.473401635,matched
2023292N13309-CE02-L024,2023292N13309-CE02,2023292N13309,landfall,2023-10-22 00:34:53.870100+00:00,17.546536851976352,-61.74651679842259,24,2023-10-21 00:34:53.870100+00:00,2023-10-21 00:00:00+00:00,24.581630583333332,-0.5816305833333334,matched
2023292N13309-CE02-L048,2023292N13309-CE02,2023292N13309,landfall,2023-10-22 00:34:53.870100+00:00,17.546536851976352,-61.74651679842259,48,2023-10-20 00:34:53.870100+00:00,2023-10-20 00:00:00+00:00,48.581630583333336,-0.5816305833333334,matched
2023292N13309-CE02-L072,2023292N13309-CE02,2023292N13309,landfall,2023-10-22 00:34:53.870100+00:00,17.546536851976352,-61.74651679842259,72,2023-10-19 00:34:53.870100+00:00,2023-10-19 00:00:00+00:00,72.58163058333334,-0.5816305833333334,matched
2023292N13309-CE02-L096,2023292N13309-CE02,2023292N13309,landfall,2023-10-22 00:34:53.870100+00:00,17.546536851976352,-61.74651679842259,96,2023-10-18 00:34:53.870100+00:00,2023-10-18 00:00:00+00:00,96.58163058333334,-0.5816305833333334,matched
2023292N13309-CE02-L120,2023292N13309-CE02,2023292N13309,landfall,2023-10-22 00:34:53.870100+00:00,17.546536851976352,-61.74651679842259,120,2023-10-17 00:34:53.870100+00:00,2023-10-17 00:00:00+00:00,120.58163058333334,-0.5816305833333334,matched
2023290N12256-CE02-L024,2023290N12256-CE02,2023290N12256,landfall,2023-10-22 04:47:41.499950+00:00,24.179519041257464,-109.88045487665264,24,2023-10-21 04:47:41.499950+00:00,2023-10-21 06:00:00+00:00,22.79486109722222,1.2051389027777777,matched
2023290N12256-CE02-L048,2023290N12256-CE02,2023290N12256,landfall,2023-10-22 04:47:41.499950+00:00,24.179519041257464,-109.88045487665264,48,2023-10-20 04:47:41.499950+00:00,2023-10-20 06:00:00+00:00,46.794861097222224,1.2051389027777777,matched
2023290N12256-CE02-L072,2023290N12256-CE02,2023290N12256,landfall,2023-10-22 04:47:41.499950+00:00,24.179519041257464,-109.88045487665264,72,2023-10-19 04:47:41.499950+00:00,2023-10-19 06:00:00+00:00,70.79486109722222,1.2051389027777777,matched
2023290N12256-CE02-L096,2023290N12256-CE02,2023290N12256,landfall,2023-10-22 04:47:41.499950+00:00,24.179519041257464,-109.88045487665264,96,2023-10-18 04:47:41.499950+00:00,2023-10-18 06:00:00+00:00,94.79486109722222,1.2051389027777777,matched
2023290N12256-CE02-L120,2023290N12256-CE02,2023290N12256,landfall,2023-10-22 04:47:41.499950+00:00,24.179519041257464,-109.88045487665264,120,2023-10-17 04:47:41.499950+00:00,2023-10-17 06:00:00+00:00,118.79486109722222,1.2051389027777777,matched
2023292N11063-CE01-L024,2023292N11063-CE01,2023292N11063,coastal_approach,2023-10-22 08:00:00+00:00,12.900068570029216,54.83343896999459,24,2023-10-21 08:00:00+00:00,2023-10-21 06:00:00+00:00,26.0,-2.0,matched
