forecast_case_id,case_id,storm_id,reference_event,reference_time,reference_latitude,reference_longitude,nominal_lead_hours,target_init_time,init_time,actual_lead_hours,cycle_offset_hours,schedule_status
2023292N11063-CE01-L048,2023292N11063-CE01,2023292N11063,coastal_approach,2023-10-22 08:00:00+00:00,12.900068570029216,54.83343896999459,48,2023-10-20 08:00:00+00:00,2023-10-20 06:00:00+00:00,50.0,-2.0,matched
2023292N11063-CE01-L072,2023292N11063-CE01,2023292N11063,coastal_approach,2023-10-22 08:00:00+00:00,12.900068570029216,54.83343896999459,72,2023-10-19 08:00:00+00:00,2023-10-19 06:00:00+00:00,74.0,-2.0,matched
2023292N11063-CE01-L096,2023292N11063-CE01,2023292N11063,coastal_approach,2023-10-22 08:00:00+00:00,12.900068570029216,54.83343896999459,96,2023-10-18 08:00:00+00:00,2023-10-18 06:00:00+00:00,98.0,-2.0,matched
2023292N11063-CE01-L120,2023292N11063-CE01,2023292N11063,coastal_approach,2023-10-22 08:00:00+00:00,12.900068570029216,54.83343896999459,120,2023-10-17 08:00:00+00:00,2023-10-17 06:00:00+00:00,122.0,-2.0,matched
2023292N11063-CE02-L024,2023292N11063-CE02,2023292N11063,landfall,2023-10-24 01:00:57.424176+00:00,15.866217772802305,52.164495727459055,24,2023-10-23 01:00:57.424176+00:00,2023-10-23 00:00:00+00:00,25.01595116,-1.01595116,matched
2023292N11063-CE02-L048,2023292N11063-CE02,2023292N11063,landfall,2023-10-24 01:00:57.424176+00:00,15.866217772802305,52.164495727459055,48,2023-10-22 01:00:57.424176+00:00,2023-10-22 00:00:00+00:00,49.01595116,-1.01595116,matched
2023292N11063-CE02-L072,2023292N11063-CE02,2023292N11063,landfall,2023-10-24 01:00:57.424176+00:00,15.866217772802305,52.164495727459055,72,2023-10-21 01:00:57.424176+00:00,2023-10-21 00:00:00+00:00,73.01595116,-1.01595116,matched
2023292N11063-CE02-L096,2023292N11063-CE02,2023292N11063,landfall,2023-10-24 01:00:57.424176+00:00,15.866217772802305,52.164495727459055,96,2023-10-20 01:00:57.424176+00:00,2023-10-20 00:00:00+00:00,97.01595116,-1.01595116,matched
2023292N11063-CE02-L120,2023292N11063-CE02,2023292N11063,landfall,2023-10-24 01:00:57.424176+00:00,15.866217772802305,52.164495727459055,120,2023-10-19 01:00:57.424176+00:00,2023-10-19 00:00:00+00:00,121.01595116,-1.01595116,matched
2023292S03172-CE01-L024,2023292S03172-CE01,2023292S03172,landfall,2023-10-24 16:00:17.974164+00:00,-15.867005082823356,168.26652223521435,24,2023-10-23 16:00:17.974164+00:00,2023-10-23 18:00:00+00:00,22.004992823333332,1.9950071766666666,matched
2023292S03172-CE01-L048,2023292S03172-CE01,2023292S03172,landfall,2023-10-24 16:00:17.974164+00:00,-15.867005082823356,168.26652223521435,48,2023-10-22 16:00:17.974164+00:00,2023-10-22 18:00:00+00:00,46.00499282333334,1.9950071766666666,matched
2023292S03172-CE01-L072,2023292S03172-CE01,2023292S03172,landfall,2023-10-24 16:00:17.974164+00:00,-15.867005082823356,168.26652223521435,72,2023-10-21 16:00:17.974164+00:00,2023-10-21 18:00:00+00:00,70.00499282333334,1.9950071766666666,matched
2023292S03172-CE01-L096,2023292S03172-CE01,2023292S03172,landfall,2023-10-24 16:00:17.974164+00:00,-15.867005082823356,168.26652223521435,96,2023-10-20 16:00:17.974164+00:00,2023-10-20 18:00:00+00:00,94.00499282333334,1.9950071766666666,matched
2023292S03172-CE01-L120,2023292S03172-CE01,2023292S03172,landfall,2023-10-24 16:00:17.974164+00:00,-15.867005082823356,168.26652223521435,120,2023-10-19 16:00:17.974164+00:00,2023-10-19 18:00:00+00:00,118.00499282333334,1.9950071766666666,matched
2023293N12089-CE01-L024,2023293N12089-CE01,2023293N12089,landfall,2023-10-24 22:29:14.610826+00:00,21.847436910204244,91.84620583006088,24,2023-10-23 22:29:14.610826+00:00,2023-10-24 00:00:00+00:00,22.487391896111113,1.5126081038888888,matched
2023293N12089-CE01-L048,2023293N12089-CE01,2023293N12089,landfall,2023-10-24 22:29:14.610826+00:00,21.847436910204244,91.84620583006088,48,2023-10-22 22:29:14.610826+00:00,2023-10-23 00:00:00+00:00,46.487391896111106,1.5126081038888888,matched
2023293N12089-CE01-L072,2023293N12089-CE01,2023293N12089,landfall,2023-10-24 22:29:14.610826+00:00,21.847436910204244,91.84620583006088,72,2023-10-21 22:29:14.610826+00:00,2023-10-22 00:00:00+00:00,70.4873918961111,1.5126081038888888,matched
2023293N12089-CE01-L096,2023293N12089-CE01,2023293N12089,landfall,2023-10-24 22:29:14.610826+00:00,21.847436910204244,91.84620583006088,96,2023-10-20 22:29:14.610826+00:00,2023-10-21 00:00:00+00:00,94.4873918961111,1.5126081038888888,matched
2023293N12089-CE01-L120,2023293N12089-CE01,2023293N12089,landfall,2023-10-24 22:29:14.610826+00:00,21.847436910204244,91.84620583006088,120,2023-10-19 22:29:14.610826+00:00,2023-10-20 00:00:00+00:00,118.4873918961111,1.5126081038888888,matched
2023294N09264-CE01-L024,2023294N09264-CE01,2023294N09264,landfall,2023-10-25 06:53:27.169554+00:00,16.825051608363907,-99.91249790754593,24,2023-10-24 06:53:27.169554+00:00,2023-10-24 06:00:00+00:00,24.890880431666666,-0.8908804316666666,matched
2023294N09264-CE01-L048,2023294N09264-CE01,2023294N09264,landfall,2023-10-25 06:53:27.169554+00:00,16.825051608363907,-99.91249790754593,48,2023-10-23 06:53:27.169554+00:00,2023-10-23 06:00:00+00:00,48.890880431666666,-0.8908804316666666,matched
2023294N09264-CE01-L072,2023294N09264-CE01,2023294N09264,landfall,2023-10-25 06:53:27.169554+00:00,16.825051608363907,-99.91249790754593,72,2023-10-22 06:53:27.169554+00:00,2023-10-22 06:00:00+00:00,72.89088043166667,-0.8908804316666666,matched
2023294N09264-CE01-L096,2023294N09264-CE01,2023294N09264,landfall,2023-10-25 06:53:27.169554+00:00,16.825051608363907,-99.91249790754593,96,2023-10-21 06:53:27.169554+00:00,2023-10-21 06:00:00+00:00,96.89088043166667,-0.8908804316666666,matched
2023294N09264-CE01-L120,2023294N09264-CE01,2023294N09264,landfall,2023-10-25 06:53:27.169554+00:00,16.825051608363907,-99.91249790754593,120,2023-10-20 06:53:27.169554+00:00,2023-10-20 06:00:00+00:00,120.89088043166667,-0.8908804316666666,matched
2023334N08088-CE01-L024,2023334N08088-CE01,2023334N08088,landfall,2023-12-05 04:24:11.877052+00:00,15.387113940496365,80.14672907843996,24,2023-12-04 04:24:11.877052+00:00,2023-12-04 06:00:00+00:00,22.40329918111111,1.596700818888889,matched
2023334N08088-CE01-L048,2023334N08088-CE01,2023334N08088,landfall,2023-12-05 04:24:11.877052+00:00,15.387113940496365,80.14672907843996,48,2023-12-03 04:24:11.877052+00:00,2023-12-03 06:00:00+00:00,46.40329918111111,1.596700818888889,matched
2023334N08088-CE01-L072,2023334N08088-CE01,2023334N08088,landfall,2023-12-05 04:24:11.877052+00:00,15.387113940496365,80.14672907843996,72,2023-12-02 04:24:11.877052+00:00,2023-12-02 06:00:00+00:00,70.40329918111111,1.596700818888889,matched
2023334N08088-CE01-L096,2023334N08088-CE01,2023334N08088,landfall,2023-12-05 04:24:11.877052+00:00,15.387113940496365,80.14672907843996,96,2023-12-01 04:24:11.877052+00:00,2023-12-01 06:00:00+00:00,94.40329918111112,1.596700818888889,matched
2023334N08088-CE01-L120,2023334N08088-CE01,2023334N08088,landfall,2023-12-05 04:24:11.877052+00:00,15.387113940496365,80.14672907843996,120,2023-11-30 04:24:11.877052+00:00,2023-11-30 06:00:00+00:00,118.40329918111112,1.596700818888889,matched
2023364S19035-CE01-L024,2023364S19035-CE01,2023364S19035,landfall,2024-01-01 15:55:31.142419+00:00,-21.36938486314112,43.4851501918688,24,2023-12-31 15:55:31.142419+00:00,2023-12-31 18:00:00+00:00,21.92531733861111,2.074682661388889,matched
2023364S19035-CE01-L048,2023364S19035-CE01,2023364S19035,landfall,2024-01-01 15:55:31.142419+00:00,-21.36938486314112,43.4851501918688,48,2023-12-30 15:55:31.142419+00:00,2023-12-30 18:00:00+00:00,45.925317338611116,2.074682661388889,matched
2023364S19035-CE01-L072,2023364S19035-CE01,2023364S19035,landfall,2024-01-01 15:55:31.142419+00:00,-21.36938486314112,43.4851501918688,72,2023-12-29 15:55:31.142419+00:00,2023-12-29 18:00:00+00:00,69.92531733861111,2.074682661388889,matched
2023364S19035-CE01-L096,2023364S19035-CE01,2023364S19035,landfall,2024-01-01 15:55:31.142419+00:00,-21.36938486314112,43.4851501918688,96,2023-12-28 15:55:31.142419+00:00,2023-12-28 18:00:00+00:00,93.92531733861111,2.074682661388889,matched
2023364S19035-CE01-L120,2023364S19035-CE01,2023364S19035,landfall,2024-01-01 15:55:31.142419+00:00,-21.36938486314112,43.4851501918688,120,2023-12-27 15:55:31.142419+00:00,2023-12-27 18:00:00+00:00,117.92531733861111,2.074682661388889,matched
2024012S12059-CE01-L024,2024012S12059-CE01,2024012S12059,coastal_approach,2024-01-13 08:08:34.285714+00:00,-15.985791507226836,54.61444738072394,24,2024-01-12 08:08:34.285714+00:00,2024-01-12 06:00:00+00:00,26.14285714277778,-2.142857142777778,matched
2024012S12059-CE01-L048,2024012S12059-CE01,2024012S12059,coastal_approach,2024-01-13 08:08:34.285714+00:00,-15.985791507226836,54.61444738072394,48,2024-01-11 08:08:34.285714+00:00,2024-01-11 06:00:00+00:00,50.14285714277778,-2.142857142777778,matched
2024012S12059-CE01-L072,2024012S12059-CE01,2024012S12059,coastal_approach,2024-01-13 08:08:34.285714+00:00,-15.985791507226836,54.61444738072394,72,2024-01-10 08:08:34.285714+00:00,2024-01-10 06:00:00+00:00,74.14285714277777,-2.142857142777778,matched
2024012S12059-CE01-L096,2024012S12059-CE01,2024012S12059,coastal_approach,2024-01-13 08:08:34.285714+00:00,-15.985791507226836,54.61444738072394,96,2024-01-09 08:08:34.285714+00:00,2024-01-09 06:00:00+00:00,98.14285714277777,-2.142857142777778,matched
2024012S12059-CE01-L120,2024012S12059-CE01,2024012S12059,coastal_approach,2024-01-13 08:08:34.285714+00:00,-15.985791507226836,54.61444738072394,120,2024-01-08 08:08:34.285714+00:00,2024-01-08 06:00:00+00:00,122.14285714277777,-2.142857142777778,matched
2024012S12059-CE02-L024,2024012S12059-CE02,2024012S12059,landfall,2024-01-15 06:48:57.961967+00:00,-20.8816632605766,55.58149181499208,24,2024-01-14 06:48:57.961967+00:00,2024-01-14 06:00:00+00:00,24.81610054638889,-0.816100546388889,matched
2024012S12059-CE02-L048,2024012S12059-CE02,2024012S12059,landfall,2024-01-15 06:48:57.961967+00:00,-20.8816632605766,55.58149181499208,48,2024-01-13 06:48:57.961967+00:00,2024-01-13 06:00:00+00:00,48.81610054638889,-0.816100546388889,matched
2024012S12059-CE02-L072,2024012S12059-CE02,2024012S12059,landfall,2024-01-15 06:48:57.961967+00:00,-20.8816632605766,55.58149181499208,72,2024-01-12 06:48:57.961967+00:00,2024-01-12 06:00:00+00:00,72.8161005463889,-0.816100546388889,matched
2024012S12059-CE02-L096,2024012S12059-CE02,2024012S12059,landfall,2024-01-15 06:48:57.961967+00:00,-20.8816632605766,55.58149181499208,96,2024-01-11 06:48:57.961967+00:00,2024-01-11 06:00:00+00:00,96.81610054638888,-0.816100546388889,matched
2024012S12059-CE02-L120,2024012S12059-CE02,2024012S12059,landfall,2024-01-15 06:48:57.961967+00:00,-20.8816632605766,55.58149181499208,120,2024-01-10 06:48:57.961967+00:00,2024-01-10 06:00:00+00:00,120.81610054638888,-0.816100546388889,matched
2024073S14128-CE01-L024,2024073S14128-CE01,2024073S14128,landfall,2024-03-13 17:06:56.305606+00:00,-11.600032368381056,131.4115640493445,24,2024-03-12 17:06:56.305606+00:00,2024-03-12 18:00:00+00:00,23.115640446111108,0.8843595538888889,matched
2024073S14128-CE01-L048,2024073S14128-CE01,2024073S14128,landfall,2024-03-13 17:06:56.305606+00:00,-11.600032368381056,131.4115640493445,48,2024-03-11 17:06:56.305606+00:00,2024-03-11 18:00:00+00:00,47.115640446111115,0.8843595538888889,matched
2024073S14128-CE01-L072,2024073S14128-CE01,2024073S14128,landfall,2024-03-13 17:06:56.305606+00:00,-11.600032368381056,131.4115640493445,72,2024-03-10 17:06:56.305606+00:00,2024-03-10 18:00:00+00:00,71.11564044611112,0.8843595538888889,matched
2024073S14128-CE01-L096,2024073S14128-CE01,2024073S14128,landfall,2024-03-13 17:06:56.305606+00:00,-11.600032368381056,131.4115640493445,96,2024-03-09 17:06:56.305606+00:00,2024-03-09 18:00:00+00:00,95.11564044611112,0.8843595538888889,matched
2024073S14128-CE01-L120,2024073S14128-CE01,2024073S14128,landfall,2024-03-13 17:06:56.305606+00:00,-11.600032368381056,131.4115640493445,120,2024-03-08 17:06:56.305606+00:00,2024-03-08 18:00:00+00:00,119.11564044611112,0.8843595538888889,matched
2024082S08054-CE01-L024,2024082S08054-CE01,2024082S08054,landfall,2024-03-27 02:08:55.653857+00:00,-12.90001553664722,49.856747149004285,24,2024-03-26 02:08:55.653857+00:00,2024-03-26 00:00:00+00:00,26.148792738055555,-2.1487927380555556,matched
2024082S08054-CE01-L048,2024082S08054-CE01,2024082S08054,landfall,2024-03-27 02:08:55.653857+00:00,-12.90001553664722,49.856747149004285,48,2024-03-25 02:08:55.653857+00:00,2024-03-25 00:00:00+00:00,50.148792738055555,-2.1487927380555556,matched
2024082S08054-CE01-L072,2024082S08054-CE01,2024082S08054,landfall,2024-03-27 02:08:55.653857+00:00,-12.90001553664722,49.856747149004285,72,2024-03-24 02:08:55.653857+00:00,2024-03-24 00:00:00+00:00,74.14879273805556,-2.1487927380555556,matched
2024082S08054-CE01-L096,2024082S08054-CE01,2024082S08054,landfall,2024-03-27 02:08:55.653857+00:00,-12.90001553664722,49.856747149004285,96,2024-03-23 02:08:55.653857+00:00,2024-03-23 00:00:00+00:00,98.14879273805556,-2.1487927380555556,matched
2024082S08054-CE01-L120,2024082S08054-CE01,2024082S08054,landfall,2024-03-27 02:08:55.653857+00:00,-12.90001553664722,49.856747149004285,120,2024-03-22 02:08:55.653857+00:00,2024-03-22 00:00:00+00:00,122.14879273805556,-2.1487927380555556,matched
2024121S07047-CE01-L024,2024121S07047-CE01,2024121S07047,landfall,2024-05-04 06:07:07.354739+00:00,-7.8000112221759474,39.88021506244596,24,2024-05-03 06:07:07.354739+00:00,2024-05-03 06:00:00+00:00,24.118709649722224,-0.11870964972222223,matched
2024121S07047-CE01-L048,2024121S07047-CE01,2024121S07047,landfall,2024-05-04 06:07:07.354739+00:00,-7.8000112221759474,39.88021506244596,48,2024-05-02 06:07:07.354739+00:00,2024-05-02 06:00:00+00:00,48.11870964972222,-0.11870964972222223,matched
2024121S07047-CE01-L072,2024121S07047-CE01,2024121S07047,landfall,2024-05-04 06:07:07.354739+00:00,-7.8000112221759474,39.88021506244596,72,2024-05-01 06:07:07.354739+00:00,2024-05-01 06:00:00+00:00,72.11870964972222,-0.11870964972222223,matched
2024121S07047-CE01-L096,2024121S07047-CE01,2024121S07047,landfall,2024-05-04 06:07:07.354739+00:00,-7.8000112221759474,39.88021506244596,96,2024-04-30 06:07:07.354739+00:00,2024-04-30 06:00:00+00:00,96.11870964972222,-0.11870964972222223,matched
2024121S07047-CE01-L120,2024121S07047-CE01,2024121S07047,landfall,2024-05-04 06:07:07.354739+00:00,-7.8000112221759474,39.88021506244596,120,2024-04-29 06:07:07.354739+00:00,2024-04-29 06:00:00+00:00,120.11870964972222,-0.11870964972222223,matched
2024141N03142-CE01-L024,2024141N03142-CE01,2024141N03142,landfall,2024-05-26 09:20:33.540587+00:00,14.634285035226844,121.93422355949563,24,2024-05-25 09:20:33.540587+00:00,2024-05-25 12:00:00+00:00,21.342650163055556,2.6573498369444444,matched
2024141N03142-CE01-L048,2024141N03142-CE01,2024141N03142,landfall,2024-05-26 09:20:33.540587+00:00,14.634285035226844,121.93422355949563,48,2024-05-24 09:20:33.540587+00:00,2024-05-24 12:00:00+00:00,45.34265016305555,2.6573498369444444,matched
2024141N03142-CE01-L072,2024141N03142-CE01,2024141N03142,landfall,2024-05-26 09:20:33.540587+00:00,14.634285035226844,121.93422355949563,72,2024-05-23 09:20:33.540587+00:00,2024-05-23 12:00:00+00:00,69.34265016305555,2.6573498369444444,matched
2024141N03142-CE01-L096,2024141N03142-CE01,2024141N03142,landfall,2024-05-26 09:20:33.540587+00:00,14.634285035226844,121.93422355949563,96,2024-05-22 09:20:33.540587+00:00,2024-05-22 12:00:00+00:00,93.34265016305557,2.6573498369444444,matched
2024141N03142-CE01-L120,2024141N03142-CE01,2024141N03142,landfall,2024-05-26 09:20:33.540587+00:00,14.634285035226844,121.93422355949563,120,2024-05-21 09:20:33.540587+00:00,2024-05-21 12:00:00+00:00,117.34265016305557,2.6573498369444444,matched
2024141N03142-CE02-L024,2024141N03142-CE02,2024141N03142,coastal_approach,2024-05-29 01:21:49.090909+00:00,24.51859251464696,131.1172191912952,24,2024-05-28 01:21:49.090909+00:00,2024-05-28 00:00:00+00:00,25.363636363611114,-1.363636363611111,matched
2024141N03142-CE02-L048,2024141N03142-CE02,2024141N03142,coastal_approach,2024-05-29 01:21:49.090909+00:00,24.51859251464696,131.1172191912952,48,2024-05-27 01:21:49.090909+00:00,2024-05-27 00:00:00+00:00,49.36363636361111,-1.363636363611111,matched
2024141N03142-CE02-L072,2024141N03142-CE02,2024141N03142,coastal_approach,2024-05-29 01:21:49.090909+00:00,24.51859251464696,131.1172191912952,72,2024-05-26 01:21:49.090909+00:00,2024-05-26 00:00:00+00:00,73.36363636361112,-1.363636363611111,matched
2024141N03142-CE02-L096,2024141N03142-CE02,2024141N03142,coastal_approach,2024-05-29 01:21:49.090909+00:00,24.51859251464696,131.1172191912952,96,2024-05-25 01:21:49.090909+00:00,2024-05-25 00:00:00+00:00,97.36363636361112,-1.363636363611111,matched
2024141N03142-CE02-L120,2024141N03142-CE02,2024141N03142,coastal_approach,2024-05-29 01:21:49.090909+00:00,24.51859251464696,131.1172191912952,120,2024-05-24 01:21:49.090909+00:00,2024-05-24 00:00:00+00:00,121.36363636361112,-1.363636363611111,matched
2024181N09320-CE01-L024,2024181N09320-CE01,2024181N09320,landfall,2024-07-01 15:04:52.736786+00:00,12.500003422904314,-61.42439473198407,24,2024-06-30 15:04:52.736786+00:00,2024-06-30 18:00:00+00:00,21.08131577388889,2.9186842261111114,matched
2024181N09320-CE01-L048,2024181N09320-CE01,2024181N09320,landfall,2024-07-01 15:04:52.736786+00:00,12.500003422904314,-61.42439473198407,48,2024-06-29 15:04:52.736786+00:00,2024-06-29 18:00:00+00:00,45.08131577388889,2.9186842261111114,matched
2024181N09320-CE01-L072,2024181N09320-CE01,2024181N09320,landfall,2024-07-01 15:04:52.736786+00:00,12.500003422904314,-61.42439473198407,72,2024-06-28 15:04:52.736786+00:00,2024-06-28 18:00:00+00:00,69.08131577388889,2.9186842261111114,matched
2024181N09320-CE01-L096,2024181N09320-CE01,2024181N09320,landfall,2024-07-01 15:04:52.736786+00:00,12.500003422904314,-61.42439473198407,96,2024-06-27 15:04:52.736786+00:00,2024-06-27 18:00:00+00:00,93.08131577388889,2.9186842261111114,matched
2024181N09320-CE01-L120,2024181N09320-CE01,2024181N09320,landfall,2024-07-01 15:04:52.736786+00:00,12.500003422904314,-61.42439473198407,120,2024-06-26 15:04:52.736786+00:00,2024-06-26 18:00:00+00:00,117.08131577388889,2.9186842261111114,matched
2024181N09320-CE02-L024,2024181N09320-CE02,2024181N09320,coastal_approach,2024-07-03 22:12:00+00:00,17.620390477694784,-77.81968218338588,24,2024-07-02 22:12:00+00:00,2024-07-03 00:00:00+00:00,22.2,1.8,matched
2024181N09320-CE02-L048,2024181N09320-CE02,2024181N09320,coastal_approach,2024-07-03 22:12:00+00:00,17.620390477694784,-77.81968218338588,48,2024-07-01 22:12:00+00:00,2024-07-02 00:00:00+00:00,46.2,1.8,matched
2024181N09320-CE02-L072,2024181N09320-CE02,2024181N09320,coastal_approach,2024-07-03 22:12:00+00:00,17.620390477694784,-77.81968218338588,72,2024-06-30 22:12:00+00:00,2024-07-01 00:00:00+00:00,70.2,1.8,matched
2024181N09320-CE02-L096,2024181N09320-CE02,2024181N09320,coastal_approach,2024-07-03 22:12:00+00:00,17.620390477694784,-77.81968218338588,96,2024-06-29 22:12:00+00:00,2024-06-30 00:00:00+00:00,94.2,1.8,matched
2024181N09320-CE02-L120,2024181N09320-CE02,2024181N09320,coastal_approach,2024-07-03 22:12:00+00:00,17.620390477694784,-77.81968218338588,120,2024-06-28 22:12:00+00:00,2024-06-29 00:00:00+00:00,118.2,1.8,matched
2024181N09320-CE03-L024,2024181N09320-CE03,2024181N09320,landfall,2024-07-05 10:54:25.425586+00:00,20.29073794265159,-87.37673735349262,24,2024-07-04 10:54:25.425586+00:00,2024-07-04 12:00:00+00:00,22.907062662777776,1.0929373372222222,matched
2024181N09320-CE03-L048,2024181N09320-CE03,2024181N09320,landfall,2024-07-05 10:54:25.425586+00:00,20.29073794265159,-87.37673735349262,48,2024-07-03 10:54:25.425586+00:00,2024-07-03 12:00:00+00:00,46.907062662777776,1.0929373372222222,matched
2024181N09320-CE03-L072,2024181N09320-CE03,2024181N09320,landfall,2024-07-05 10:54:25.425586+00:00,20.29073794265159,-87.37673735349262,72,2024-07-02 10:54:25.425586+00:00,2024-07-02 12:00:00+00:00,70.90706266277778,1.0929373372222222,matched
2024181N09320-CE03-L096,2024181N09320-CE03,2024181N09320,landfall,2024-07-05 10:54:25.425586+00:00,20.29073794265159,-87.37673735349262,96,2024-07-01 10:54:25.425586+00:00,2024-07-01 12:00:00+00:00,94.90706266277779,1.0929373372222222,matched
2024181N09320-CE03-L120,2024181N09320-CE03,2024181N09320,landfall,2024-07-05 10:54:25.425586+00:00,20.29073794265159,-87.37673735349262,120,2024-06-30 10:54:25.425586+00:00,2024-06-30 12:00:00+00:00,118.90706266277779,1.0929373372222222,matched
2024181N09320-CE04-L024,2024181N09320-CE04,2024181N09320,landfall,2024-07-08 08:33:56.518446+00:00,28.58485670582171,-95.99620000320644,24,2024-07-07 08:33:56.518446+00:00,2024-07-07 06:00:00+00:00,26.565699568333333,-2.5656995683333332,matched
2024181N09320-CE04-L048,2024181N09320-CE04,2024181N09320,landfall,2024-07-08 08:33:56.518446+00:00,28.58485670582171,-95.99620000320644,48,2024-07-06 08:33:56.518446+00:00,2024-07-06 06:00:00+00:00,50.565699568333336,-2.5656995683333332,matched
2024181N09320-CE04-L072,2024181N09320-CE04,2024181N09320,landfall,2024-07-08 08:33:56.518446+00:00,28.58485670582171,-95.99620000320644,72,2024-07-05 08:33:56.518446+00:00,2024-07-05 06:00:00+00:00,74.56569956833333,-2.5656995683333332,matched
2024181N09320-CE04-L096,2024181N09320-CE04,2024181N09320,landfall,2024-07-08 08:33:56.518446+00:00,28.58485670582171,-95.99620000320644,96,2024-07-04 08:33:56.518446+00:00,2024-07-04 06:00:00+00:00,98.56569956833333,-2.5656995683333332,matched
2024181N09320-CE04-L120,2024181N09320-CE04,2024181N09320,landfall,2024-07-08 08:33:56.518446+00:00,28.58485670582171,-95.99620000320644,120,2024-07-03 08:33:56.518446+00:00,2024-07-03 06:00:00+00:00,122.56569956833333,-2.5656995683333332,matched
2024201N12133-CE01-L024,2024201N12133-CE01,2024201N12133,landfall,2024-07-24 15:25:46.221642+00:00,24.185940399533337,121.65722249879038,24,2024-07-23 15:25:46.221642+00:00,2024-07-23 18:00:00+00:00,21.429506011666668,2.5704939883333333,matched
2024201N12133-CE01-L048,2024201N12133-CE01,2024201N12133,landfall,2024-07-24 15:25:46.221642+00:00,24.185940399533337,121.65722249879038,48,2024-07-22 15:25:46.221642+00:00,2024-07-22 18:00:00+00:00,45.42950601166666,2.5704939883333333,matched
2024201N12133-CE01-L072,2024201N12133-CE01,2024201N12133,landfall,2024-07-24 15:25:46.221642+00:00,24.185940399533337,121.65722249879038,72,2024-07-21 15:25:46.221642+00:00,2024-07-21 18:00:00+00:00,69.42950601166666,2.5704939883333333,matched
2024201N12133-CE01-L096,2024201N12133-CE01,2024201N12133,landfall,2024-07-24 15:25:46.221642+00:00,24.185940399533337,121.65722249879038,96,2024-07-20 15:25:46.221642+00:00,2024-07-20 18:00:00+00:00,93.42950601166667,2.5704939883333333,matched
2024201N12133-CE01-L120,2024201N12133-CE01,2024201N12133,landfall,2024-07-24 15:25:46.221642+00:00,24.185940399533337,121.65722249879038,120,2024-07-19 15:25:46.221642+00:00,2024-07-19 18:00:00+00:00,117.42950601166667,2.5704939883333333,matched
2024213N14254-CE01-L024,2024213N14254-CE01,2024213N14254,coastal_approach,2024-08-02 12:51:25.714285+00:00,18.328764185853103,-114.77135805275634,24,2024-08-01 12:51:25.714285+00:00,2024-08-01 12:00:00+00:00,24.857142856944442,-0.8571428569444445,matched
2024213N14254-CE01-L048,2024213N14254-CE01,2024213N14254,coastal_approach,2024-08-02 12:51:25.714285+00:00,18.328764185853103,-114.77135805275634,48,2024-07-31 12:51:25.714285+00:00,2024-07-31 12:00:00+00:00,48.85714285694444,-0.8571428569444445,matched
2024213N14254-CE01-L072,2024213N14254-CE01,2024213N14254,coastal_approach,2024-08-02 12:51:25.714285+00:00,18.328764185853103,-114.77135805275634,72,2024-07-30 12:51:25.714285+00:00,2024-07-30 12:00:00+00:00,72.85714285694445,-0.8571428569444445,matched
2024213N14254-CE01-L096,2024213N14254-CE01,2024213N14254,coastal_approach,2024-08-02 12:51:25.714285+00:00,18.328764185853103,-114.77135805275634,96,2024-07-29 12:51:25.714285+00:00,2024-07-29 12:00:00+00:00,96.85714285694445,-0.8571428569444445,matched
2024213N14254-CE01-L120,2024213N14254-CE01,2024213N14254,coastal_approach,2024-08-02 12:51:25.714285+00:00,18.328764185853103,-114.77135805275634,120,2024-07-28 12:51:25.714285+00:00,2024-07-28 12:00:00+00:00,120.85714285694445,-0.8571428569444445,matched
2024216N20284-CE01-L024,2024216N20284-CE01,2024216N20284,landfall,2024-08-03 01:37:46.521027+00:00,21.06331809662977,-79.27988944193052,24,2024-08-02 01:37:46.521027+00:00,2024-08-02 00:00:00+00:00,25.629589174166664,-1.6295891741666666,matched
2024216N20284-CE01-L048,2024216N20284-CE01,2024216N20284,landfall,2024-08-03 01:37:46.521027+00:00,21.06331809662977,-79.27988944193052,48,2024-08-01 01:37:46.521027+00:00,2024-08-01 00:00:00+00:00,49.62958917416667,-1.6295891741666666,matched
2024216N20284-CE01-L072,2024216N20284-CE01,2024216N20284,landfall,2024-08-03 01:37:46.521027+00:00,21.06331809662977,-79.27988944193052,72,2024-07-31 01:37:46.521027+00:00,2024-07-31 00:00:00+00:00,73.62958917416667,-1.6295891741666666,matched
2024216N20284-CE01-L096,2024216N20284-CE01,2024216N20284,landfall,2024-08-03 01:37:46.521027+00:00,21.06331809662977,-79.27988944193052,96,2024-07-30 01:37:46.521027+00:00,2024-07-30 00:00:00+00:00,97.62958917416667,-1.6295891741666666,matched
2024216N20284-CE01-L120,2024216N20284-CE01,2024216N20284,landfall,2024-08-03 01:37:46.521027+00:00,21.06331809662977,-79.27988944193052,120,2024-07-29 01:37:46.521027+00:00,2024-07-29 00:00:00+00:00,121.62958917416667,-1.6295891741666666,matched
2024225N14313-CE01-L024,2024225N14313-CE01,2024225N14313,landfall,2024-08-13 09:39:46.555612+00:00,16.399440348986253,-61.3988790669577,24,2024-08-12 09:39:46.555612+00:00,2024-08-12 12:00:00+00:00,21.662932114444445,2.3370678855555553,matched
2024225N14313-CE01-L048,2024225N14313-CE01,2024225N14313,landfall,2024-08-13 09:39:46.555612+00:00,16.399440348986253,-61.3988790669577,48,2024-08-11 09:39:46.555612+00:00,2024-08-11 12:00:00+00:00,45.662932114444445,2.3370678855555553,matched
