case_id,storm_id,name,basin,episode_index,episode_start,episode_end,closest_approach_time,reference_time,reference_event,latitude,longitude,nearest_coast_latitude,nearest_coast_longitude,minimum_coast_distance_km,lifetime_vmax_kt,coastal_episode_vmax_kt,closest_approach_vmax_kt,reference_vmax_kt,crossing_vmax_kt,landfall_vmax_kt,coastline_crossing,crossing_count,landfall_crossing,landfall_count,coastline_exit,exit_count,tangent_crossing_count,r34_contact,r50_contact,r64_contact,r34_contact_hours,coastal_contact_span_hours,tier,primary_sample,selection_method,center_surface_at_closest_approach,center_surface_at_reference,nature_at_closest_approach,usa_status_at_closest_approach,nature_at_reference,usa_status_at_reference,track_types,provisional_track,r34_coverage_fraction,usa_wind_coverage_fraction,qc_status
2023096S07135-CE01,2023096S07135,ILSA,SI,1,2023-04-13 05:00:00+00:00,2023-04-13 16:00:00+00:00,2023-04-13 16:00:00+00:00,2023-04-13 15:53:46.197017+00:00,landfall,-20.079236007683807,119.58960481110884,-20.079236007683807,119.58960481110884,0.0,140.0,140.0,112.0,112.0,112.0,112.0,True,1,True,1,False,0,0,True,True,True,10.833333333333334,11.0,A,True,landfall_crossing+wind_radius,land,coastline,TS,ST,TS,ST,main,False,1.0,1.0,passed
2023129N08091-CE01,2023129N08091,MOCHA,NI,1,2023-05-13 10:07:30+00:00,2023-05-14 08:08:34.285714+00:00,2023-05-14 08:08:34.285714+00:00,2023-05-14 07:45:05.342700+00:00,landfall,20.19197959909421,92.77491616522607,20.19197959909421,92.77491616522607,0.0,145.0,145.0,119.28571428571428,121.42857142857144,121.42857142857144,121.42857142857144,True,2,True,2,True,1,1,True,True,True,21.053571428472225,22.01785714277778,A,True,landfall_crossing+wind_radius,land,coastline,TS,ST,TS,ST,main,False,1.0,1.0,passed
2023138N05151-CE03,2023138N05151,MAWAR,WP,3,2023-05-23 09:45:00+00:00,2023-05-25 03:36:00+00:00,2023-05-24 09:45:00+00:00,2023-05-24 09:45:00+00:00,coastal_approach,13.725034267285071,144.92502386200894,13.654365000000004,144.859944,10.521144039023175,165.0,150.625,118.5,118.5,,,False,0,False,0,False,0,0,True,True,True,41.85,41.85,A,True,wind_radius,sea,sea,TS,TY,TS,TY,main,False,1.0,1.0,passed
2023138N05151-CE06,2023138N05151,MAWAR,WP,6,2023-05-31 02:15:00+00:00,2023-06-02 08:42:00+00:00,2023-06-01 15:45:00+00:00,2023-06-01 15:43:25.660619+00:00,landfall,26.420795770331534,127.72023638991584,26.420795770331534,127.72023638991584,0.0,165.0,65.0,45.0,45.0,45.0,45.0,True,2,True,2,True,2,0,True,False,False,52.42499999999998,54.45,B,True,landfall_crossing+wind_radius,land,coastline,TS,TS,TS,TS,main,False,1.0,1.0,passed
2023156N12135-CE01,2023156N12135,GUCHOL,WP,1,2023-06-10 19:52:30+00:00,2023-06-11 09:32:43.636363+00:00,2023-06-11 04:00:00+00:00,2023-06-11 04:00:00+00:00,coastal_approach,23.800185408211853,132.1661549207511,24.466667,131.197083,123.09319102537204,95.0,86.42857142857143,72.0,72.0,,,False,0,False,0,False,0,0,True,True,False,10.29545454527778,13.670454545277778,B,True,wind_radius,sea,sea,TS,TY,TS,TY,main,False,1.0,1.0,passed
2023180N13264-CE01,2023180N13264,BEATRIZ,EP,1,2023-06-30 09:25:42.857142+00:00,2023-07-01 05:34:17.142857+00:00,2023-07-01 05:34:17.142857+00:00,2023-07-01 05:30:57.408755+00:00,landfall,19.135519446909328,-104.5353298791894,19.135519446909328,-104.5353298791894,0.0,75.0,75.0,55.71428571428572,55.71428571428572,55.71428571428572,55.71428571428572,True,1,True,1,False,0,0,True,True,True,19.928571428750004,20.14285714305556,A,True,landfall_crossing+wind_radius,land,coastline,TS,TS,TS,TS,main,False,1.0,1.0,passed
2023179N15256-CE01,2023179N15256,ADRIAN,EP,1,2023-07-01 05:15:00+00:00,2023-07-02 00:00:00+00:00,2023-07-01 17:15:00+00:00,2023-07-01 17:15:00+00:00,coastal_approach,18.450020139068773,-114.64995667145854,18.380889,-114.683722,8.44254798826498,90.0,81.25,50.75,50.75,,,False,0,False,0,False,0,0,True,True,False,18.75,18.75,B,True,wind_radius,sea,sea,TS,TS,TS,TS,main,False,1.0,1.0,passed
2023194N16123-CE01,2023194N16123,TALIM,WP,1,2023-07-16 22:00:00+00:00,2023-07-18 01:20:00+00:00,2023-07-17 14:08:34.285714+00:00,2023-07-17 13:58:44.226362+00:00,landfall,21.2002391962397,110.50420954373018,21.2002391962397,110.50420954373018,0.0,80.0,80.0,73.57142857142857,73.57142857142857,73.57142857142857,73.57142857142857,True,6,True,6,True,5,7,True,True,True,19.27142857138889,27.33333333333333,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,0.7916666666666666,1.0,passed
2023201N13134-CE02,2023201N13134,DOKSURI,WP,2,2023-07-24 15:00:00+00:00,2023-07-28 02:40:00+00:00,2023-07-26 03:00:00+00:00,2023-07-25 15:55:23.591147+00:00,landfall,19.00014393427472,121.94613009457116,19.00014393427472,121.94613009457116,0.0,130.0,130.0,103.0,120.0,120.0,120.0,True,5,True,5,True,4,2,True,True,True,78.79166666666666,83.66666666666667,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2023207N09141-CE01,2023207N09141,KHANUN,WP,1,2023-07-31 00:36:00+00:00,2023-08-10 01:05:27.272727+00:00,2023-08-10 00:00:00+00:00,2023-08-09 13:05:38.750852+00:00,landfall,32.58236341112029,128.7636588495597,32.58236341112029,128.7636588495597,0.0,125.0,125.0,45.0,59.333333333333336,59.333333333333336,59.333333333333336,True,3,True,3,True,2,0,True,True,True,238.94545454541668,240.49090909083333,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TS,TS,TS,main,False,0.9633802816901408,1.0,passed
2023218N25145-CE01,2023218N25145,LAN,WP,1,2023-08-10 07:00:00+00:00,2023-08-15 03:20:00+00:00,2023-08-14 19:30:00+00:00,2023-08-14 19:44:52.834246+00:00,landfall,33.51224092037296,135.82536076087203,33.51224092037296,135.82536076087203,0.0,120.0,120.0,70.25,70.25,70.25,70.25,True,2,True,2,True,1,1,True,True,True,105.36666666666665,116.33333333333331,A,True,landfall_crossing+wind_radius,land,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2023228N12259-CE01,2023228N12259,HILARY,EP,1,2023-08-18 00:30:00+00:00,2023-08-20 17:00:00+00:00,2023-08-20 12:00:00+00:00,2023-08-20 12:00:58.637144+00:00,landfall,28.10434453404239,-115.30107779194702,28.10434453404239,-115.30107779194702,0.0,120.0,120.0,55.0,55.0,55.0,55.0,True,2,True,2,True,1,0,True,True,False,60.05555555541666,64.5,B,True,landfall_crossing+wind_radius,sea,coastline,TS,TS,TS,TS,main,False,1.0,1.0,passed
2023234N18128-CE01,2023234N18128,SAOLA,WP,1,2023-08-25 20:15:00+00:00,2023-08-27 12:45:00+00:00,2023-08-26 21:00:00+00:00,2023-08-26 21:00:00+00:00,coastal_approach,17.000000000000004,122.9,17.098036605772037,122.52593885819344,41.27340450293749,140.0,120.0,118.0,118.0,,,False,0,False,0,False,0,0,True,True,True,37.375,40.5,A,True,wind_radius,sea,sea,TS,TY,TS,TY,main,False,1.0,1.0,passed
2023234N18128-CE02,2023234N18128,SAOLA,WP,2,2023-08-29 00:45:00+00:00,2023-08-30 10:12:00+00:00,2023-08-29 17:00:00+00:00,2023-08-29 17:00:00+00:00,coastal_approach,19.800100498144097,122.03349960483196,19.952917,122.144139,20.50493836488518,140.0,140.0,139.33333333333334,139.33333333333334,,,False,0,False,0,False,0,0,True,True,True,33.45,33.45,A,True,wind_radius,sea,sea,TS,ST,TS,ST,main,False,1.0,1.0,passed
2023239N21274-CE01,2023239N21274,IDALIA,NA,1,2023-08-28 12:45:00+00:00,2023-08-30 11:30:00+00:00,2023-08-30 11:30:00+00:00,2023-08-30 11:37:03.456477+00:00,landfall,29.861537016295618,-83.62424916662393,29.861537016295618,-83.62424916662393,0.0,115.0,115.0,101.36363636363636,101.36363636363636,101.36363636363636,101.36363636363636,True,1,True,1,False,0,0,True,True,True,42.63333333347222,46.75,A,True,landfall_crossing+wind_radius,sea,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2023234N18128-CE03,2023234N18128,SAOLA,WP,3,2023-08-31 00:00:00+00:00,2023-09-02 06:00:00+00:00,2023-09-01 13:40:00+00:00,2023-09-01 13:25:07.619309+00:00,landfall,22.00002968147096,114.21624337395444,22.00002968147096,114.21624337395444,0.0,140.0,135.0,104.33333333333331,105.66666666666669,105.66666666666669,105.66666666666669,True,6,True,6,True,5,3,True,True,True,51.66666666666666,54.0,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,0.8968253968253969,1.0,passed
2023239N18144-CE01,2023239N18144,HAIKUI,WP,1,2023-09-02 11:00:00+00:00,2023-09-05 01:00:00+00:00,2023-09-05 01:00:00+00:00,2023-09-03 07:03:55.644912+00:00,landfall,22.900353046830396,121.25139356024812,22.900353046830396,121.25139356024812,0.0,105.0,105.0,28.33333333333333,101.25,101.25,101.25,True,3,True,3,True,2,0,True,True,True,48.47678571430555,62.0,A,True,landfall_crossing+wind_radius+distance_proxy,land,coastline,TS,TD,TS,TY,main,False,0.88,0.992,passed
2023249N12320-CE01,2023249N12320,LEE,NA,1,2023-09-14 08:34:17.142857+00:00,2023-09-18 09:42:21.176470+00:00,2023-09-18 01:14:07.058823+00:00,2023-09-16 19:54:16.623545+00:00,landfall,44.27615740825629,-66.30480752253558,44.27615740825629,-66.30480752253558,0.0,145.0,88.0,35.0,55.0,55.0,55.0,True,5,True,5,True,5,3,True,True,False,89.37420422722222,97.13445378138888,B,True,landfall_crossing+wind_radius,sea,coastline,ET,EX,ET,EX,main,False,1.0,1.0,passed
2023271N14144-CE02,2023271N14144,KOINU,WP,2,2023-10-03 16:30:00+00:00,2023-10-06 17:15:00+00:00,2023-10-04 15:00:00+00:00,2023-10-04 23:35:42.649778+00:00,landfall,21.98653808239084,120.84050644362948,21.98653808239084,120.84050644362948,0.0,120.0,120.0,120.0,111.25,111.25,111.25,True,1,True,1,True,1,0,True,True,True,69.29999999999998,72.75,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2023271N14144-CE03,2023271N14144,KOINU,WP,3,2023-10-07 10:00:00+00:00,2023-10-10 00:00:00+00:00,2023-10-09 03:45:00+00:00,2023-10-09 03:45:00+00:00,coastal_approach,21.5750507431736,112.92496145012376,21.6075,112.899556,4.453166109528523,120.0,105.0,43.75,43.75,,,False,0,False,0,False,0,0,True,True,True,46.5,62.0,A,True,wind_radius+distance_proxy,sea,sea,TS,TS,TS,TS,main,False,0.7752808988764045,1.0,passed
2023279N08157-CE01,2023279N08157,BOLAVEN,WP,1,2023-10-10 00:00:00+00:00,2023-10-12 09:22:30+00:00,2023-10-10 09:00:00+00:00,2023-10-10 09:00:00+00:00,coastal_approach,14.7,145.3,14.843699999999998,145.537766,30.134747295218432,165.0,165.0,75.0,75.0,,,False,0,False,0,False,0,0,True,True,False,53.9964285713889,57.375,B,True,wind_radius,sea,sea,TS,TY,TS,TY,main,False,1.0,1.0,passed
2023276N11254-CE02,2023276N11254,LIDIA,EP,2,2023-10-10 19:30:00+00:00,2023-10-10 23:43:38.181818+00:00,2023-10-10 23:43:38.181818+00:00,2023-10-10 23:50:50.374468+00:00,landfall,20.074642159947917,-105.54083449564916,20.074642159947917,-105.54083449564916,0.0,120.0,120.0,119.36363636363636,119.36363636363636,119.36363636363636,119.36363636363636,True,1,True,1,False,0,0,True,True,True,4.227272727222223,4.227272727222222,A,True,landfall_crossing+wind_radius,sea,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2023290N12256-CE01,2023290N12256,NORMA,EP,1,2023-10-20 11:24:00+00:00,2023-10-21 20:37:30+00:00,2023-10-21 20:37:30+00:00,2023-10-21 20:28:24.245886+00:00,landfall,23.02978701683385,-110.1,23.02978701683385,-110.1,0.0,115.0,105.0,69.0,69.0,69.0,69.0,True,1,True,1,False,0,0,True,True,True,31.387500000000003,33.225,A,True,landfall_crossing+wind_radius,land,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2023292N13309-CE02,2023292N13309,TAMMY,NA,2,2023-10-21 10:48:00+00:00,2023-10-22 20:30:00+00:00,2023-10-22 00:37:30+00:00,2023-10-22 00:34:53.870100+00:00,landfall,17.546536851976352,-61.74651679842259,17.546536851976352,-61.74651679842259,0.0,95.0,80.0,80.0,80.0,80.0,80.0,True,2,True,2,True,2,0,True,True,True,27.575,33.7,A,True,landfall_crossing+wind_radius,land,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2023290N12256-CE02,2023290N12256,NORMA,EP,2,2023-10-22 03:45:00+00:00,2023-10-23 10:30:00+00:00,2023-10-23 10:30:00+00:00,2023-10-22 04:47:41.499950+00:00,landfall,24.179519041257464,-109.88045487665264,24.179519041257464,-109.88045487665264,0.0,115.0,65.33333333333333,30.0,52.5,52.5,52.5,True,2,True,2,True,2,0,True,True,False,25.75,30.75,B,True,landfall_crossing+wind_radius+distance_proxy,land,coastline,TS,TD,TS,TS,main,False,0.7755102040816326,1.0,passed
2023292N11063-CE01,2023292N11063,TEJ,NI,1,2023-10-22 01:17:08.571428+00:00,2023-10-22 15:45:00+00:00,2023-10-22 08:00:00+00:00,2023-10-22 08:00:00+00:00,coastal_approach,12.900068570029216,54.83343896999459,12.555806,54.542083,49.514398739285184,105.0,105.0,100.0,100.0,,,False,0,False,0,False,0,0,True,True,False,12.964285714444443,14.464285714444443,B,True,wind_radius,sea,sea,TS,TY,TS,TY,main,False,1.0,1.0,passed
2023292N11063-CE02,2023292N11063,TEJ,NI,2,2023-10-23 06:00:00+00:00,2023-10-24 01:12:00+00:00,2023-10-24 01:12:00+00:00,2023-10-24 01:00:57.424176+00:00,landfall,15.866217772802305,52.164495727459055,15.866217772802305,52.164495727459055,0.0,105.0,85.0,42.2,42.2,42.2,42.2,True,1,True,1,False,0,0,True,True,True,18.9,19.2,A,True,landfall_crossing+wind_radius,land,coastline,TS,TS,TS,TS,main,False,0.8809523809523809,1.0,passed
2023292S03172-CE01,2023292S03172,LOLA,SP,1,2023-10-22 10:42:51.428571+00:00,2023-10-25 17:24:00+00:00,2023-10-24 16:00:00+00:00,2023-10-24 16:00:17.974164+00:00,landfall,-15.867005082823356,168.26652223521435,-15.867005082823356,168.26652223521435,0.0,125.0,125.0,103.33333333333331,103.33333333333331,103.33333333333331,103.33333333333331,True,2,True,2,True,2,1,True,True,True,70.75714285722219,78.68571428583333,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,0.9333333333333332,1.0,passed
2023293N12089-CE01,2023293N12089,HAMOON,NI,1,2023-10-24 11:00:00+00:00,2023-10-24 22:38:10.909090+00:00,2023-10-24 22:38:10.909090+00:00,2023-10-24 22:29:14.610826+00:00,landfall,21.847436910204244,91.84620583006088,21.847436910204244,91.84620583006088,0.0,90.0,90.0,40.90909090909091,42.09090909090909,42.09090909090909,42.09090909090909,True,2,True,2,True,1,0,True,False,False,6.649999999861111,11.636363636111112,B,True,landfall_crossing+wind_radius,land,coastline,TS,TS,TS,TS,main,False,0.8979591836734694,1.0,passed
2023294N09264-CE01,2023294N09264,OTIS,EP,1,2023-10-25 00:00:00+00:00,2023-10-25 07:12:00+00:00,2023-10-25 07:12:00+00:00,2023-10-25 06:53:27.169554+00:00,landfall,16.825051608363907,-99.91249790754593,16.825051608363907,-99.91249790754593,0.0,145.0,145.0,135.2,140.0,140.0,140.0,True,2,True,2,True,1,0,True,True,True,6.974999999999999,7.2,A,True,landfall_crossing+wind_radius,land,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2023334N08088-CE01,2023334N08088,MICHAUNG,NI,1,2023-12-04 01:30:00+00:00,2023-12-05 04:12:00+00:00,2023-12-05 04:12:00+00:00,2023-12-05 04:24:11.877052+00:00,landfall,15.387113940496365,80.14672907843996,15.387113940496365,80.14672907843996,0.0,65.0,65.0,56.8,56.8,56.8,56.8,True,1,True,1,False,0,0,True,True,True,25.200000000000003,26.7,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TS,TS,TS,main,False,1.0,1.0,passed
2023364S19035-CE01,2023364S19035,ALVARO,SI,1,2024-01-01 08:24:00+00:00,2024-01-01 16:17:08.571428+00:00,2024-01-01 15:51:25.714285+00:00,2024-01-01 15:55:31.142419+00:00,landfall,-21.36938486314112,43.4851501918688,-21.36938486314112,43.4851501918688,0.0,65.0,65.0,62.142857142857146,62.142857142857146,62.142857142857146,62.142857142857146,True,2,True,2,True,1,1,True,True,False,7.671428571249999,7.885714285555555,B,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024012S12059-CE01,2024012S12059,BELAL,SI,1,2024-01-13 02:37:30+00:00,2024-01-13 14:08:34.285714+00:00,2024-01-13 08:08:34.285714+00:00,2024-01-13 08:08:34.285714+00:00,coastal_approach,-15.985791507226836,54.61444738072394,-15.893888999999996,54.52161099999999,14.220427858188366,90.0,68.0,52.142857142857146,52.142857142857146,,,False,0,False,0,False,0,0,True,True,False,11.517857142777777,11.517857142777777,B,True,wind_radius,sea,sea,TS,TS,TS,TS,main,False,1.0,1.0,passed
2024012S12059-CE02,2024012S12059,BELAL,SI,2,2024-01-14 21:00:00+00:00,2024-01-16 03:00:00+00:00,2024-01-15 08:24:00+00:00,2024-01-15 06:48:57.961967+00:00,landfall,-20.8816632605766,55.58149181499208,-20.8816632605766,55.58149181499208,0.0,90.0,90.0,78.4,79.6,79.6,79.6,True,1,True,1,True,1,0,True,True,True,28.8,30.0,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024073S14128-CE01,2024073S14128,MEGAN,SI,1,2024-03-13 17:15:00+00:00,2024-03-18 05:15:00+00:00,2024-03-14 01:42:51.428571+00:00,2024-03-13 17:06:56.305606+00:00,landfall,-11.600032368381056,131.4115640493445,-11.600032368381056,131.4115640493445,0.0,90.0,90.0,25.0,25.0,82.66666666666667,82.66666666666667,True,12,True,12,True,12,3,True,True,True,55.375,108.0,A,True,landfall_crossing+wind_radius+distance_proxy,land,coastline,TS,TD,TS,TD,main,False,0.41875,1.0,passed
2024082S08054-CE01,2024082S08054,GAMANE,SI,1,2024-03-26 15:45:00+00:00,2024-03-27 02:00:00+00:00,2024-03-27 02:00:00+00:00,2024-03-27 02:08:55.653857+00:00,landfall,-12.90001553664722,49.856747149004285,-12.90001553664722,49.856747149004285,0.0,85.0,85.0,83.66666666666667,83.66666666666667,83.66666666666667,83.66666666666667,True,1,True,1,False,0,0,True,True,True,10.25,10.25,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024121S07047-CE01,2024121S07047,HIDAYA,SI,1,2024-05-04 03:00:00+00:00,2024-05-04 09:30:00+00:00,2024-05-04 09:30:00+00:00,2024-05-04 06:07:07.354739+00:00,landfall,-7.8000112221759474,39.88021506244596,-7.8000112221759474,39.88021506244596,0.0,80.0,65.0,41.66666666666666,50.0,50.0,50.0,True,2,True,2,True,2,4,True,False,False,3.25,6.5,B,True,landfall_crossing+wind_radius+distance_proxy,land,coastline,TS,TS,TS,TS,main,False,0.5384615384615384,1.0,passed
2024141N03142-CE01,2024141N03142,EWINIAR,WP,1,2024-05-26 06:00:00+00:00,2024-05-27 00:00:00+00:00,2024-05-26 11:24:00+00:00,2024-05-26 09:20:33.540587+00:00,landfall,14.634285035226844,121.93422355949563,14.634285035226844,121.93422355949563,0.0,90.0,90.0,73.6,69.4,72.2,72.2,True,2,True,2,True,3,0,True,True,True,16.8,18.0,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TS,main,False,1.0,1.0,passed
2024141N03142-CE02,2024141N03142,EWINIAR,WP,2,2024-05-28 21:49:05.454545+00:00,2024-05-29 06:51:25.714285+00:00,2024-05-29 01:21:49.090909+00:00,2024-05-29 01:21:49.090909+00:00,coastal_approach,24.51859251464696,131.1172191912952,24.470861,131.181333,8.377531768863271,90.0,80.0,72.72727272727273,72.72727272727273,,,False,0,False,0,False,0,0,True,True,True,9.038961038888887,9.038961038888887,A,True,wind_radius,sea,sea,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024181N09320-CE01,2024181N09320,BERYL,NA,1,2024-07-01 07:30:00+00:00,2024-07-01 20:43:38.181818+00:00,2024-07-01 15:00:00+00:00,2024-07-01 15:04:52.736786+00:00,landfall,12.500003422904314,-61.42439473198407,12.500003422904314,-61.42439473198407,0.0,145.0,142.72727272727272,119.0,119.0,119.0,119.0,True,1,True,1,True,1,0,True,True,True,13.060606060555552,13.22727272722222,A,True,landfall_crossing+wind_radius,sea,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024181N09320-CE02,2024181N09320,BERYL,NA,2,2024-07-02 20:10:54.545454+00:00,2024-07-04 18:00:00+00:00,2024-07-03 22:12:00+00:00,2024-07-03 22:12:00+00:00,coastal_approach,17.620390477694784,-77.81968218338588,17.853749999999998,-77.740028,27.17421739305096,145.0,138.5,116.8,116.8,,,False,0,False,0,False,0,0,True,True,True,45.81818181833333,45.81818181833333,A,True,wind_radius,sea,sea,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024181N09320-CE03,2024181N09320,BERYL,NA,3,2024-07-05 03:45:00+00:00,2024-07-05 11:00:00+00:00,2024-07-05 11:00:00+00:00,2024-07-05 10:54:25.425586+00:00,landfall,20.29073794265159,-87.37673735349262,20.29073794265159,-87.37673735349262,0.0,145.0,100.0,80.0,80.0,80.0,80.0,True,1,True,1,False,0,0,True,True,True,7.083333333333332,7.25,A,True,landfall_crossing+wind_radius,land,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024181N09320-CE04,2024181N09320,BERYL,NA,4,2024-07-08 00:25:42.857142+00:00,2024-07-08 08:50:00+00:00,2024-07-08 08:40:00+00:00,2024-07-08 08:33:56.518446+00:00,landfall,28.58485670582171,-95.99620000320644,28.58485670582171,-95.99620000320644,0.0,145.0,80.0,80.0,80.0,80.0,80.0,True,2,True,2,True,1,0,True,True,True,8.404761904999999,8.404761904999999,A,True,landfall_crossing+wind_radius,sea,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024201N12133-CE01,2024201N12133,GAEMI,WP,1,2024-07-23 10:07:30+00:00,2024-07-25 12:00:00+00:00,2024-07-25 08:00:00+00:00,2024-07-24 15:25:46.221642+00:00,landfall,24.185940399533337,121.65722249879038,24.185940399533337,121.65722249879038,0.0,125.0,125.0,56.66666666666666,98.75,98.75,98.75,True,3,True,3,True,2,1,True,True,True,43.58035714291667,49.875,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TS,TS,TY,main,False,1.0,1.0,passed
2024213N14254-CE01,2024213N14254,CARLOTTA,EP,1,2024-08-02 06:00:00+00:00,2024-08-02 17:08:34.285714+00:00,2024-08-02 12:51:25.714285+00:00,2024-08-02 12:51:25.714285+00:00,coastal_approach,18.328764185853103,-114.77135805275634,18.342888999999992,-114.7685,1.5923156247505812,80.0,79.25,70.85714285714286,70.85714285714286,,,False,0,False,0,False,0,0,True,True,True,11.142857142777777,11.142857142777777,A,True,wind_radius,sea,sea,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024216N20284-CE01,2024216N20284,DEBBY,NA,1,2024-08-02 17:20:00+00:00,2024-08-05 11:00:00+00:00,2024-08-03 12:00:00+00:00,2024-08-03 01:37:46.521027+00:00,landfall,21.06331809662977,-79.27988944193052,21.06331809662977,-79.27988944193052,0.0,70.0,70.0,30.0,25.0,70.0,70.0,True,8,True,8,True,8,4,True,True,True,40.6875,65.66666666666667,A,True,landfall_crossing+wind_radius+distance_proxy,land,coastline,TS,TD,TS,TD,main,False,0.5363128491620112,1.0,passed
2024225N14313-CE01,2024225N14313,ERNESTO,NA,1,2024-08-13 05:24:00+00:00,2024-08-14 13:52:30+00:00,2024-08-13 23:30:00+00:00,2024-08-13 09:39:46.555612+00:00,landfall,16.399440348986253,-61.3988790669577,16.399440348986253,-61.3988790669577,0.0,85.0,66.875,55.0,35.0,55.0,55.0,True,3,True,3,True,4,1,True,True,False,21.819047619027774,32.475,B,True,landfall_crossing+wind_radius,sea,coastline,TS,TS,TS,TS,main,False,1.0,1.0,passed
2024225N22135-CE01,2024225N22135,AMPIL,WP,1,2024-08-13 21:00:00+00:00,2024-08-16 19:12:00+00:00,2024-08-15 06:30:00+00:00,2024-08-15 06:30:00+00:00,coastal_approach,30.58334134366778,141.0834048464531,30.48163900000001,140.328778,73.29155658895394,110.0,110.0,90.5,90.5,,,False,0,False,0,False,0,0,True,True,False,70.2,70.2,B,True,wind_radius,sea,sea,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024225N14313-CE02,2024225N14313,ERNESTO,NA,2,2024-08-16 17:08:34.285714+00:00,2024-08-18 03:00:00+00:00,2024-08-17 08:30:00+00:00,2024-08-17 08:10:54.441435+00:00,landfall,32.24910528391071,-64.82555396621986,32.24910528391071,-64.82555396621986,0.0,85.0,85.0,75.0,75.0,75.0,75.0,True,2,True,2,True,2,0,True,True,True,33.48214285722222,33.85714285722222,A,True,landfall_crossing+wind_radius,land,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024225N14313-CE03,2024225N14313,ERNESTO,NA,3,2024-08-20 00:00:00+00:00,2024-08-20 09:28:25.263157+00:00,2024-08-20 04:20:00+00:00,2024-08-20 04:20:00+00:00,coastal_approach,46.10391161777617,-52.46319867098837,46.657389,-53.074722,77.4487311645524,85.0,80.0,67.77777777777777,67.77777777777777,,,False,0,False,0,False,0,0,True,True,False,6.473684210277777,9.473684210277778,B,True,wind_radius,sea,sea,TS,HU,TS,HU,main,False,1.0,1.0,passed
2024233N15148-CE02,2024233N15148,SHANSHAN,WP,2,2024-08-26 14:24:00+00:00,2024-08-29 09:00:00+00:00,2024-08-29 04:30:00+00:00,2024-08-28 23:25:37.489088+00:00,landfall,31.985416832708022,130.2,31.985416832708022,130.2,0.0,115.0,115.0,64.0,76.33333333333333,76.33333333333333,76.33333333333333,True,6,True,6,True,5,1,True,True,True,63.075,66.6,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TS,TS,TY,main,False,1.0,1.0,passed
2024244N09137-CE01,2024244N09137,YAGI,WP,1,2024-09-04 07:00:00+00:00,2024-09-07 08:08:34.285714+00:00,2024-09-07 04:30:00+00:00,2024-09-06 07:50:05.665233+00:00,landfall,19.822493899405316,110.99433057495082,19.822493899405316,110.99433057495082,0.0,145.0,145.0,110.0,120.33333333333331,120.33333333333331,120.33333333333331,True,5,True,5,True,4,3,True,True,True,67.17857142847222,73.14285714277777,A,True,landfall_crossing+wind_radius,sea,coastline,TS,TY,TS,TY,main,False,1.0,1.0,passed
2024253N21266-CE01,2024253N21266,FRANCINE,NA,1,2024-09-11 15:40:00+00:00,2024-09-11 22:20:00+00:00,2024-09-11 22:20:00+00:00,2024-09-11 21:55:30.855134+00:00,landfall,29.28505806766297,-91.3149793844154,29.28505806766297,-91.3149793844154,0.0,90.0,90.0,86.66666666666667,90.0,90.0,90.0,True,2,True,2,True,1,0,True,True,True,6.166666666666666,6.666666666666667,A,True,landfall_crossing+wind_radius,land,coastline,TS,HU,TS,HU,main,False,1.0,1.0,passed
