case_id,storm_id,init_time,forecast_hours,output_interval_hours,name,basin
2023234N18128-CE03-L024,2023234N18128,2023-08-31T13:00:00Z,30,6,SAOLA,WP
2023234N18128-CE03-L048,2023234N18128,2023-08-30T13:00:00Z,54,6,SAOLA,WP
2023234N18128-CE03-L072,2023234N18128,2023-08-29T13:00:00Z,78,6,SAOLA,WP
2023234N18128-CE03-L096,2023234N18128,2023-08-28T13:00:00Z,102,6,SAOLA,WP
2023234N18128-CE03-L120,2023234N18128,2023-08-27T13:00:00Z,126,6,SAOLA,WP
2023239N18144-CE01-L024,2023239N18144,2023-09-02T07:00:00Z,30,6,HAIKUI,WP
2023239N18144-CE01-L048,2023239N18144,2023-09-01T07:00:00Z,54,6,HAIKUI,WP
2023239N18144-CE01-L072,2023239N18144,2023-08-31T07:00:00Z,78,6,HAIKUI,WP
2023239N18144-CE01-L096,2023239N18144,2023-08-30T07:00:00Z,102,6,HAIKUI,WP
2023239N18144-CE01-L120,2023239N18144,2023-08-29T07:00:00Z,126,6,HAIKUI,WP
2023249N12320-CE01-L024,2023249N12320,2023-09-15T20:00:00Z,24,6,LEE,NA
2023249N12320-CE01-L048,2023249N12320,2023-09-14T20:00:00Z,48,6,LEE,NA
2023249N12320-CE01-L072,2023249N12320,2023-09-13T20:00:00Z,72,6,LEE,NA
2023249N12320-CE01-L096,2023249N12320,2023-09-12T20:00:00Z,96,6,LEE,NA
2023249N12320-CE01-L120,2023249N12320,2023-09-11T20:00:00Z,120,6,LEE,NA
2023271N14144-CE02-L024,2023271N14144,2023-10-04T00:00:00Z,24,6,KOINU,WP
2023271N14144-CE02-L048,2023271N14144,2023-10-03T00:00:00Z,48,6,KOINU,WP
2023271N14144-CE02-L072,2023271N14144,2023-10-02T00:00:00Z,72,6,KOINU,WP
2023271N14144-CE02-L096,2023271N14144,2023-10-01T00:00:00Z,96,6,KOINU,WP
2023271N14144-CE02-L120,2023271N14144,2023-09-30T00:00:00Z,120,6,KOINU,WP
2023271N14144-CE03-L024,2023271N14144,2023-10-08T04:00:00Z,24,6,KOINU,WP
2023271N14144-CE03-L048,2023271N14144,2023-10-07T04:00:00Z,48,6,KOINU,WP
2023271N14144-CE03-L072,2023271N14144,2023-10-06T04:00:00Z,72,6,KOINU,WP
2023271N14144-CE03-L096,2023271N14144,2023-10-05T04:00:00Z,96,6,KOINU,WP
2023271N14144-CE03-L120,2023271N14144,2023-10-04T04:00:00Z,120,6,KOINU,WP
2023279N08157-CE01-L024,2023279N08157,2023-10-09T09:00:00Z,24,6,BOLAVEN,WP
2023279N08157-CE01-L048,2023279N08157,2023-10-08T09:00:00Z,48,6,BOLAVEN,WP
2023279N08157-CE01-L072,2023279N08157,2023-10-07T09:00:00Z,72,6,BOLAVEN,WP
2023279N08157-CE01-L096,2023279N08157,2023-10-06T09:00:00Z,96,6,BOLAVEN,WP
2023279N08157-CE01-L120,2023279N08157,2023-10-05T09:00:00Z,120,6,BOLAVEN,WP
2023276N11254-CE02-L024,2023276N11254,2023-10-10T00:00:00Z,24,6,LIDIA,EP
2023276N11254-CE02-L048,2023276N11254,2023-10-09T00:00:00Z,48,6,LIDIA,EP
2023276N11254-CE02-L072,2023276N11254,2023-10-08T00:00:00Z,72,6,LIDIA,EP
2023276N11254-CE02-L096,2023276N11254,2023-10-07T00:00:00Z,96,6,LIDIA,EP
2023276N11254-CE02-L120,2023276N11254,2023-10-06T00:00:00Z,120,6,LIDIA,EP
2023290N12256-CE01-L024,2023290N12256,2023-10-20T20:00:00Z,30,6,NORMA,EP
2023290N12256-CE01-L048,2023290N12256,2023-10-19T20:00:00Z,54,6,NORMA,EP
2023290N12256-CE01-L072,2023290N12256,2023-10-18T20:00:00Z,78,6,NORMA,EP
2023290N12256-CE01-L096,2023290N12256,2023-10-17T20:00:00Z,102,6,NORMA,EP
2023290N12256-CE01-L120,2023290N12256,2023-10-16T20:00:00Z,126,6,NORMA,EP
2023292N13309-CE02-L024,2023292N13309,2023-10-21T01:00:00Z,24,6,TAMMY,NA
2023292N13309-CE02-L048,2023292N13309,2023-10-20T01:00:00Z,48,6,TAMMY,NA
2023292N13309-CE02-L072,2023292N13309,2023-10-19T01:00:00Z,72,6,TAMMY,NA
2023292N13309-CE02-L096,2023292N13309,2023-10-18T01:00:00Z,96,6,TAMMY,NA
2023292N13309-CE02-L120,2023292N13309,2023-10-17T01:00:00Z,120,6,TAMMY,NA
2023290N12256-CE02-L024,2023290N12256,2023-10-21T05:00:00Z,24,6,NORMA,EP
2023290N12256-CE02-L048,2023290N12256,2023-10-20T05:00:00Z,48,6,NORMA,EP
2023290N12256-CE02-L072,2023290N12256,2023-10-19T05:00:00Z,72,6,NORMA,EP
2023290N12256-CE02-L096,2023290N12256,2023-10-18T05:00:00Z,96,6,NORMA,EP
2023290N12256-CE02-L120,2023290N12256,2023-10-17T05:00:00Z,120,6,NORMA,EP
2023292N11063-CE01-L024,2023292N11063,2023-10-21T08:00:00Z,24,6,TEJ,NI
2023292N11063-CE01-L048,2023292N11063,2023-10-20T08:00:00Z,48,6,TEJ,NI
2023292N11063-CE01-L072,2023292N11063,2023-10-19T08:00:00Z,72,6,TEJ,NI
2023292N11063-CE01-L096,2023292N11063,2023-10-18T08:00:00Z,96,6,TEJ,NI
2023292N11063-CE01-L120,2023292N11063,2023-10-17T08:00:00Z,120,6,TEJ,NI
2023292N11063-CE02-L024,2023292N11063,2023-10-23T01:00:00Z,30,6,TEJ,NI
2023292N11063-CE02-L048,2023292N11063,2023-10-22T01:00:00Z,54,6,TEJ,NI
2023292N11063-CE02-L072,2023292N11063,2023-10-21T01:00:00Z,78,6,TEJ,NI
2023292N11063-CE02-L096,2023292N11063,2023-10-20T01:00:00Z,102,6,TEJ,NI
2023292N11063-CE02-L120,2023292N11063,2023-10-19T01:00:00Z,126,6,TEJ,NI
2023292S03172-CE01-L024,2023292S03172,2023-10-23T16:00:00Z,30,6,LOLA,SP
2023292S03172-CE01-L048,2023292S03172,2023-10-22T16:00:00Z,54,6,LOLA,SP
2023292S03172-CE01-L072,2023292S03172,2023-10-21T16:00:00Z,78,6,LOLA,SP
2023292S03172-CE01-L096,2023292S03172,2023-10-20T16:00:00Z,102,6,LOLA,SP
2023292S03172-CE01-L120,2023292S03172,2023-10-19T16:00:00Z,126,6,LOLA,SP
2023293N12089-CE01-L024,2023293N12089,2023-10-23T22:00:00Z,30,6,HAMOON,NI
2023293N12089-CE01-L048,2023293N12089,2023-10-22T22:00:00Z,54,6,HAMOON,NI
2023293N12089-CE01-L072,2023293N12089,2023-10-21T22:00:00Z,78,6,HAMOON,NI
2023293N12089-CE01-L096,2023293N12089,2023-10-20T22:00:00Z,102,6,HAMOON,NI
2023293N12089-CE01-L120,2023293N12089,2023-10-19T22:00:00Z,126,6,HAMOON,NI
2023294N09264-CE01-L024,2023294N09264,2023-10-24T07:00:00Z,24,6,OTIS,EP
2023294N09264-CE01-L048,2023294N09264,2023-10-23T07:00:00Z,48,6,OTIS,EP
2023294N09264-CE01-L072,2023294N09264,2023-10-22T07:00:00Z,72,6,OTIS,EP
2023294N09264-CE01-L096,2023294N09264,2023-10-21T07:00:00Z,96,6,OTIS,EP
2023294N09264-CE01-L120,2023294N09264,2023-10-20T07:00:00Z,120,6,OTIS,EP
2023334N08088-CE01-L024,2023334N08088,2023-12-04T04:00:00Z,30,6,MICHAUNG,NI
2023334N08088-CE01-L048,2023334N08088,2023-12-03T04:00:00Z,54,6,MICHAUNG,NI
2023334N08088-CE01-L072,2023334N08088,2023-12-02T04:00:00Z,78,6,MICHAUNG,NI
2023334N08088-CE01-L096,2023334N08088,2023-12-01T04:00:00Z,102,6,MICHAUNG,NI
2023334N08088-CE01-L120,2023334N08088,2023-11-30T04:00:00Z,126,6,MICHAUNG,NI
2023364S19035-CE01-L024,2023364S19035,2023-12-31T16:00:00Z,24,6,ALVARO,SI
2023364S19035-CE01-L048,2023364S19035,2023-12-30T16:00:00Z,48,6,ALVARO,SI
2023364S19035-CE01-L072,2023364S19035,2023-12-29T16:00:00Z,72,6,ALVARO,SI
2023364S19035-CE01-L096,2023364S19035,2023-12-28T16:00:00Z,96,6,ALVARO,SI
2023364S19035-CE01-L120,2023364S19035,2023-12-27T16:00:00Z,120,6,ALVARO,SI
2024012S12059-CE01-L024,2024012S12059,2024-01-12T08:00:00Z,30,6,BELAL,SI
2024012S12059-CE01-L048,2024012S12059,2024-01-11T08:00:00Z,54,6,BELAL,SI
2024012S12059-CE01-L072,2024012S12059,2024-01-10T08:00:00Z,78,6,BELAL,SI
2024012S12059-CE01-L096,2024012S12059,2024-01-09T08:00:00Z,102,6,BELAL,SI
2024012S12059-CE01-L120,2024012S12059,2024-01-08T08:00:00Z,126,6,BELAL,SI
2024012S12059-CE02-L024,2024012S12059,2024-01-14T07:00:00Z,24,6,BELAL,SI
2024012S12059-CE02-L048,2024012S12059,2024-01-13T07:00:00Z,48,6,BELAL,SI
2024012S12059-CE02-L072,2024012S12059,2024-01-12T07:00:00Z,72,6,BELAL,SI
2024012S12059-CE02-L096,2024012S12059,2024-01-11T07:00:00Z,96,6,BELAL,SI
2024012S12059-CE02-L120,2024012S12059,2024-01-10T07:00:00Z,120,6,BELAL,SI
2024073S14128-CE01-L024,2024073S14128,2024-03-12T17:00:00Z,30,6,MEGAN,SI
2024073S14128-CE01-L048,2024073S14128,2024-03-11T17:00:00Z,54,6,MEGAN,SI
2024073S14128-CE01-L072,2024073S14128,2024-03-10T17:00:00Z,78,6,MEGAN,SI
2024073S14128-CE01-L096,2024073S14128,2024-03-09T17:00:00Z,102,6,MEGAN,SI
2024073S14128-CE01-L120,2024073S14128,2024-03-08T17:00:00Z,126,6,MEGAN,SI
2024082S08054-CE01-L024,2024082S08054,2024-03-26T02:00:00Z,30,6,GAMANE,SI
2024082S08054-CE01-L048,2024082S08054,2024-03-25T02:00:00Z,54,6,GAMANE,SI
2024082S08054-CE01-L072,2024082S08054,2024-03-24T02:00:00Z,78,6,GAMANE,SI
2024082S08054-CE01-L096,2024082S08054,2024-03-23T02:00:00Z,102,6,GAMANE,SI
2024082S08054-CE01-L120,2024082S08054,2024-03-22T02:00:00Z,126,6,GAMANE,SI
2024121S07047-CE01-L024,2024121S07047,2024-05-03T06:00:00Z,30,6,HIDAYA,SI
2024121S07047-CE01-L048,2024121S07047,2024-05-02T06:00:00Z,54,6,HIDAYA,SI
2024121S07047-CE01-L072,2024121S07047,2024-05-01T06:00:00Z,78,6,HIDAYA,SI
2024121S07047-CE01-L096,2024121S07047,2024-04-30T06:00:00Z,102,6,HIDAYA,SI
2024121S07047-CE01-L120,2024121S07047,2024-04-29T06:00:00Z,126,6,HIDAYA,SI
2024141N03142-CE01-L024,2024141N03142,2024-05-25T09:00:00Z,30,6,EWINIAR,WP
2024141N03142-CE01-L048,2024141N03142,2024-05-24T09:00:00Z,54,6,EWINIAR,WP
2024141N03142-CE01-L072,2024141N03142,2024-05-23T09:00:00Z,78,6,EWINIAR,WP
2024141N03142-CE01-L096,2024141N03142,2024-05-22T09:00:00Z,102,6,EWINIAR,WP
2024141N03142-CE01-L120,2024141N03142,2024-05-21T09:00:00Z,126,6,EWINIAR,WP
2024141N03142-CE02-L024,2024141N03142,2024-05-28T01:00:00Z,30,6,EWINIAR,WP
2024141N03142-CE02-L048,2024141N03142,2024-05-27T01:00:00Z,54,6,EWINIAR,WP
2024141N03142-CE02-L072,2024141N03142,2024-05-26T01:00:00Z,78,6,EWINIAR,WP
2024141N03142-CE02-L096,2024141N03142,2024-05-25T01:00:00Z,102,6,EWINIAR,WP
2024141N03142-CE02-L120,2024141N03142,2024-05-24T01:00:00Z,126,6,EWINIAR,WP
2024181N09320-CE01-L024,2024181N09320,2024-06-30T15:00:00Z,30,6,BERYL,NA
2024181N09320-CE01-L048,2024181N09320,2024-06-29T15:00:00Z,54,6,BERYL,NA
2024181N09320-CE01-L072,2024181N09320,2024-06-28T15:00:00Z,78,6,BERYL,NA
2024181N09320-CE01-L096,2024181N09320,2024-06-27T15:00:00Z,102,6,BERYL,NA
2024181N09320-CE01-L120,2024181N09320,2024-06-26T15:00:00Z,126,6,BERYL,NA
2024181N09320-CE02-L024,2024181N09320,2024-07-02T22:00:00Z,30,6,BERYL,NA
2024181N09320-CE02-L048,2024181N09320,2024-07-01T22:00:00Z,54,6,BERYL,NA
2024181N09320-CE02-L072,2024181N09320,2024-06-30T22:00:00Z,78,6,BERYL,NA
2024181N09320-CE02-L096,2024181N09320,2024-06-29T22:00:00Z,102,6,BERYL,NA
2024181N09320-CE02-L120,2024181N09320,2024-06-28T22:00:00Z,126,6,BERYL,NA
2024181N09320-CE03-L024,2024181N09320,2024-07-04T11:00:00Z,24,6,BERYL,NA
2024181N09320-CE03-L048,2024181N09320,2024-07-03T11:00:00Z,48,6,BERYL,NA
2024181N09320-CE03-L072,2024181N09320,2024-07-02T11:00:00Z,72,6,BERYL,NA
2024181N09320-CE03-L096,2024181N09320,2024-07-01T11:00:00Z,96,6,BERYL,NA
2024181N09320-CE03-L120,2024181N09320,2024-06-30T11:00:00Z,120,6,BERYL,NA
2024181N09320-CE04-L024,2024181N09320,2024-07-07T09:00:00Z,24,6,BERYL,NA
2024181N09320-CE04-L048,2024181N09320,2024-07-06T09:00:00Z,48,6,BERYL,NA
2024181N09320-CE04-L072,2024181N09320,2024-07-05T09:00:00Z,72,6,BERYL,NA
2024181N09320-CE04-L096,2024181N09320,2024-07-04T09:00:00Z,96,6,BERYL,NA
2024181N09320-CE04-L120,2024181N09320,2024-07-03T09:00:00Z,120,6,BERYL,NA
2024201N12133-CE01-L024,2024201N12133,2024-07-23T15:00:00Z,30,6,GAEMI,WP
2024201N12133-CE01-L048,2024201N12133,2024-07-22T15:00:00Z,54,6,GAEMI,WP
2024201N12133-CE01-L072,2024201N12133,2024-07-21T15:00:00Z,78,6,GAEMI,WP
2024201N12133-CE01-L096,2024201N12133,2024-07-20T15:00:00Z,102,6,GAEMI,WP
2024201N12133-CE01-L120,2024201N12133,2024-07-19T15:00:00Z,126,6,GAEMI,WP
2024213N14254-CE01-L024,2024213N14254,2024-08-01T13:00:00Z,24,6,CARLOTTA,EP
2024213N14254-CE01-L048,2024213N14254,2024-07-31T13:00:00Z,48,6,CARLOTTA,EP
2024213N14254-CE01-L072,2024213N14254,2024-07-30T13:00:00Z,72,6,CARLOTTA,EP
2024213N14254-CE01-L096,2024213N14254,2024-07-29T13:00:00Z,96,6,CARLOTTA,EP
2024213N14254-CE01-L120,2024213N14254,2024-07-28T13:00:00Z,120,6,CARLOTTA,EP
2024216N20284-CE01-L024,2024216N20284,2024-08-02T02:00:00Z,24,6,DEBBY,NA
2024216N20284-CE01-L048,2024216N20284,2024-08-01T02:00:00Z,48,6,DEBBY,NA
2024216N20284-CE01-L072,2024216N20284,2024-07-31T02:00:00Z,72,6,DEBBY,NA
2024216N20284-CE01-L096,2024216N20284,2024-07-30T02:00:00Z,96,6,DEBBY,NA
2024216N20284-CE01-L120,2024216N20284,2024-07-29T02:00:00Z,120,6,DEBBY,NA
2024225N14313-CE01-L024,2024225N14313,2024-08-12T10:00:00Z,24,6,ERNESTO,NA
2024225N14313-CE01-L048,2024225N14313,2024-08-11T10:00:00Z,48,6,ERNESTO,NA
2024225N14313-CE01-L072,2024225N14313,2024-08-10T10:00:00Z,72,6,ERNESTO,NA
2024225N14313-CE01-L096,2024225N14313,2024-08-09T10:00:00Z,96,6,ERNESTO,NA
2024225N14313-CE01-L120,2024225N14313,2024-08-08T10:00:00Z,120,6,ERNESTO,NA
2024225N22135-CE01-L024,2024225N22135,2024-08-14T06:00:00Z,30,6,AMPIL,WP
2024225N22135-CE01-L048,2024225N22135,2024-08-13T06:00:00Z,54,6,AMPIL,WP
2024225N22135-CE01-L072,2024225N22135,2024-08-12T06:00:00Z,78,6,AMPIL,WP
2024225N22135-CE01-L096,2024225N22135,2024-08-11T06:00:00Z,102,6,AMPIL,WP
2024225N22135-CE01-L120,2024225N22135,2024-08-10T06:00:00Z,126,6,AMPIL,WP
2024225N14313-CE02-L024,2024225N14313,2024-08-16T08:00:00Z,30,6,ERNESTO,NA
2024225N14313-CE02-L048,2024225N14313,2024-08-15T08:00:00Z,54,6,ERNESTO,NA
2024225N14313-CE02-L072,2024225N14313,2024-08-14T08:00:00Z,78,6,ERNESTO,NA
2024225N14313-CE02-L096,2024225N14313,2024-08-13T08:00:00Z,102,6,ERNESTO,NA
2024225N14313-CE02-L120,2024225N14313,2024-08-12T08:00:00Z,126,6,ERNESTO,NA
2024225N14313-CE03-L024,2024225N14313,2024-08-19T04:00:00Z,30,6,ERNESTO,NA
2024225N14313-CE03-L048,2024225N14313,2024-08-18T04:00:00Z,54,6,ERNESTO,NA
2024225N14313-CE03-L072,2024225N14313,2024-08-17T04:00:00Z,78,6,ERNESTO,NA
2024225N14313-CE03-L096,2024225N14313,2024-08-16T04:00:00Z,102,6,ERNESTO,NA
2024225N14313-CE03-L120,2024225N14313,2024-08-15T04:00:00Z,126,6,ERNESTO,NA
2024233N15148-CE02-L024,2024233N15148,2024-08-27T23:00:00Z,30,6,SHANSHAN,WP
2024233N15148-CE02-L048,2024233N15148,2024-08-26T23:00:00Z,54,6,SHANSHAN,WP
2024233N15148-CE02-L072,2024233N15148,2024-08-25T23:00:00Z,78,6,SHANSHAN,WP
2024233N15148-CE02-L096,2024233N15148,2024-08-24T23:00:00Z,102,6,SHANSHAN,WP
2024233N15148-CE02-L120,2024233N15148,2024-08-23T23:00:00Z,126,6,SHANSHAN,WP
2024244N09137-CE01-L024,2024244N09137,2024-09-05T08:00:00Z,24,6,YAGI,WP
2024244N09137-CE01-L048,2024244N09137,2024-09-04T08:00:00Z,48,6,YAGI,WP
2024244N09137-CE01-L072,2024244N09137,2024-09-03T08:00:00Z,72,6,YAGI,WP
2024244N09137-CE01-L096,2024244N09137,2024-09-02T08:00:00Z,96,6,YAGI,WP
2024244N09137-CE01-L120,2024244N09137,2024-09-01T08:00:00Z,120,6,YAGI,WP
2024253N21266-CE01-L024,2024253N21266,2024-09-10T22:00:00Z,24,6,FRANCINE,NA
2024253N21266-CE01-L048,2024253N21266,2024-09-09T22:00:00Z,48,6,FRANCINE,NA
2024253N21266-CE01-L072,2024253N21266,2024-09-08T22:00:00Z,72,6,FRANCINE,NA
2024253N21266-CE01-L096,2024253N21266,2024-09-07T22:00:00Z,96,6,FRANCINE,NA
2024253N21266-CE01-L120,2024253N21266,2024-09-06T22:00:00Z,120,6,FRANCINE,NA
2024253N11148-CE01-L024,2024253N11148,2024-09-13T11:00:00Z,30,6,BEBINCA,WP
2024253N11148-CE01-L048,2024253N11148,2024-09-12T11:00:00Z,54,6,BEBINCA,WP
2024253N11148-CE01-L072,2024253N11148,2024-09-11T11:00:00Z,78,6,BEBINCA,WP
2024253N11148-CE01-L096,2024253N11148,2024-09-10T11:00:00Z,102,6,BEBINCA,WP
2024253N11148-CE01-L120,2024253N11148,2024-09-09T11:00:00Z,126,6,BEBINCA,WP
2024253N11148-CE02-L024,2024253N11148,2024-09-14T21:00:00Z,30,6,BEBINCA,WP
2024253N11148-CE02-L048,2024253N11148,2024-09-13T21:00:00Z,54,6,BEBINCA,WP
2024253N11148-CE02-L072,2024253N11148,2024-09-12T21:00:00Z,78,6,BEBINCA,WP
2024253N11148-CE02-L096,2024253N11148,2024-09-11T21:00:00Z,102,6,BEBINCA,WP
2024253N11148-CE02-L120,2024253N11148,2024-09-10T21:00:00Z,126,6,BEBINCA,WP
2024267N14261-CE01-L024,2024267N14261,2024-09-23T03:00:00Z,24,6,JOHN,EP
2024267N14261-CE01-L048,2024267N14261,2024-09-22T03:00:00Z,48,6,JOHN,EP
2024267N14261-CE01-L072,2024267N14261,2024-09-21T03:00:00Z,72,6,JOHN,EP
2024267N14261-CE01-L096,2024267N14261,2024-09-20T03:00:00Z,96,6,JOHN,EP
2024267N14261-CE01-L120,2024267N14261,2024-09-19T03:00:00Z,120,6,JOHN,EP
2024268N17278-CE01-L024,2024268N17278,2024-09-26T03:00:00Z,30,6,HELENE,NA
2024268N17278-CE01-L048,2024268N17278,2024-09-25T03:00:00Z,54,6,HELENE,NA
2024268N17278-CE01-L072,2024268N17278,2024-09-24T03:00:00Z,78,6,HELENE,NA
2024268N17278-CE01-L096,2024268N17278,2024-09-23T03:00:00Z,102,6,HELENE,NA
2024268N17278-CE01-L120,2024268N17278,2024-09-22T03:00:00Z,126,6,HELENE,NA
2024267N14261-CE02-L024,2024267N14261,2024-09-26T16:00:00Z,24,6,JOHN,EP
2024267N14261-CE02-L048,2024267N14261,2024-09-25T16:00:00Z,48,6,JOHN,EP
2024267N14261-CE02-L072,2024267N14261,2024-09-24T16:00:00Z,72,6,JOHN,EP
2024267N14261-CE02-L096,2024267N14261,2024-09-23T16:00:00Z,96,6,JOHN,EP
2024267N14261-CE02-L120,2024267N14261,2024-09-22T16:00:00Z,120,6,JOHN,EP
2024270N24128-CE01-L024,2024270N24128,2024-10-02T05:00:00Z,24,6,KRATHON,WP
2024270N24128-CE01-L048,2024270N24128,2024-10-01T05:00:00Z,48,6,KRATHON,WP
2024270N24128-CE01-L072,2024270N24128,2024-09-30T05:00:00Z,72,6,KRATHON,WP
2024270N24128-CE01-L096,2024270N24128,2024-09-29T05:00:00Z,96,6,KRATHON,WP
2024270N24128-CE01-L120,2024270N24128,2024-09-28T05:00:00Z,120,6,KRATHON,WP
2024279N21265-CE01-L024,2024279N21265,2024-10-07T07:00:00Z,24,6,MILTON,NA
2024279N21265-CE01-L048,2024279N21265,2024-10-06T07:00:00Z,48,6,MILTON,NA
2024279N21265-CE01-L072,2024279N21265,2024-10-05T07:00:00Z,72,6,MILTON,NA
2024279N21265-CE01-L096,2024279N21265,2024-10-04T07:00:00Z,96,6,MILTON,NA
2024279N21265-CE01-L120,2024279N21265,2024-10-03T07:00:00Z,120,6,MILTON,NA
2024279N21265-CE02-L024,2024279N21265,2024-10-09T00:00:00Z,30,6,MILTON,NA
2024279N21265-CE02-L048,2024279N21265,2024-10-08T00:00:00Z,54,6,MILTON,NA
2024279N21265-CE02-L072,2024279N21265,2024-10-07T00:00:00Z,78,6,MILTON,NA
2024279N21265-CE02-L096,2024279N21265,2024-10-06T00:00:00Z,102,6,MILTON,NA
2024279N21265-CE02-L120,2024279N21265,2024-10-05T00:00:00Z,126,6,MILTON,NA
2024279N21265-CE03-L024,2024279N21265,2024-10-09T08:00:00Z,24,6,MILTON,NA
2024279N21265-CE03-L048,2024279N21265,2024-10-08T08:00:00Z,48,6,MILTON,NA
2024279N21265-CE03-L072,2024279N21265,2024-10-07T08:00:00Z,72,6,MILTON,NA
2024279N21265-CE03-L096,2024279N21265,2024-10-06T08:00:00Z,96,6,MILTON,NA
2024279N21265-CE03-L120,2024279N21265,2024-10-05T08:00:00Z,120,6,MILTON,NA
2024293N21294-CE01-L024,2024293N21294,2024-10-18T20:00:00Z,30,6,OSCAR,NA
2024293N21294-CE01-L048,2024293N21294,2024-10-17T20:00:00Z,54,6,OSCAR,NA
2024293N21294-CE01-L072,2024293N21294,2024-10-16T20:00:00Z,78,6,OSCAR,NA
2024293N21294-CE01-L096,2024293N21294,2024-10-15T20:00:00Z,102,6,OSCAR,NA
2024293N21294-CE01-L120,2024293N21294,2024-10-14T20:00:00Z,126,6,OSCAR,NA
2024295N15092-CE01-L024,2024295N15092,2024-10-23T21:00:00Z,24,6,DANA,NI
2024295N15092-CE01-L048,2024295N15092,2024-10-22T21:00:00Z,48,6,DANA,NI
2024295N15092-CE01-L072,2024295N15092,2024-10-21T21:00:00Z,72,6,DANA,NI
2024295N15092-CE01-L096,2024295N15092,2024-10-20T21:00:00Z,96,6,DANA,NI
2024295N15092-CE01-L120,2024295N15092,2024-10-19T21:00:00Z,120,6,DANA,NI
2024293N13141-CE01-L024,2024293N13141,2024-10-26T03:00:00Z,30,6,TRAMI,WP
2024293N13141-CE01-L048,2024293N13141,2024-10-25T03:00:00Z,54,6,TRAMI,WP
2024293N13141-CE01-L072,2024293N13141,2024-10-24T03:00:00Z,78,6,TRAMI,WP
2024293N13141-CE01-L096,2024293N13141,2024-10-23T03:00:00Z,102,6,TRAMI,WP
2024293N13141-CE01-L120,2024293N13141,2024-10-22T03:00:00Z,126,6,TRAMI,WP
2024298N13150-CE01-L024,2024298N13150,2024-10-30T06:00:00Z,24,6,KONG-REY,WP
2024298N13150-CE01-L048,2024298N13150,2024-10-29T06:00:00Z,48,6,KONG-REY,WP
2024298N13150-CE01-L072,2024298N13150,2024-10-28T06:00:00Z,72,6,KONG-REY,WP
2024298N13150-CE01-L096,2024298N13150,2024-10-27T06:00:00Z,96,6,KONG-REY,WP
2024298N13150-CE01-L120,2024298N13150,2024-10-26T06:00:00Z,120,6,KONG-REY,WP
2024309N13283-CE01-L024,2024309N13283,2024-11-05T16:00:00Z,24,6,RAFAEL,NA
2024309N13283-CE01-L048,2024309N13283,2024-11-04T16:00:00Z,48,6,RAFAEL,NA
2024309N13283-CE01-L072,2024309N13283,2024-11-03T16:00:00Z,72,6,RAFAEL,NA
2024309N13283-CE01-L096,2024309N13283,2024-11-02T16:00:00Z,96,6,RAFAEL,NA
2024309N13283-CE01-L120,2024309N13283,2024-11-01T16:00:00Z,120,6,RAFAEL,NA
2024307N06143-CE01-L024,2024307N06143,2024-11-06T08:00:00Z,24,6,YINXING,WP
2024307N06143-CE01-L048,2024307N06143,2024-11-05T08:00:00Z,48,6,YINXING,WP
2024307N06143-CE01-L072,2024307N06143,2024-11-04T08:00:00Z,72,6,YINXING,WP
2024307N06143-CE01-L096,2024307N06143,2024-11-03T08:00:00Z,96,6,YINXING,WP
2024307N06143-CE01-L120,2024307N06143,2024-11-02T08:00:00Z,120,6,YINXING,WP
2024312N14145-CE01-L024,2024312N14145,2024-11-10T00:00:00Z,30,6,TORAJI,WP
2024312N14145-CE01-L048,2024312N14145,2024-11-09T00:00:00Z,54,6,TORAJI,WP
2024312N14145-CE01-L072,2024312N14145,2024-11-08T00:00:00Z,78,6,TORAJI,WP
2024312N14145-CE01-L096,2024312N14145,2024-11-07T00:00:00Z,102,6,TORAJI,WP
2024312N14145-CE01-L120,2024312N14145,2024-11-06T00:00:00Z,126,6,TORAJI,WP
2024314N07151-CE01-L024,2024314N07151,2024-11-13T06:00:00Z,24,6,USAGI,WP
2024314N07151-CE01-L048,2024314N07151,2024-11-12T06:00:00Z,48,6,USAGI,WP
2024314N07151-CE01-L072,2024314N07151,2024-11-11T06:00:00Z,72,6,USAGI,WP
2024314N07151-CE01-L096,2024314N07151,2024-11-10T06:00:00Z,96,6,USAGI,WP
2024314N07151-CE01-L120,2024314N07151,2024-11-09T06:00:00Z,120,6,USAGI,WP
2024313N10169-CE01-L024,2024313N10169,2024-11-15T15:00:00Z,24,6,MAN-YI,WP
2024313N10169-CE01-L048,2024313N10169,2024-11-14T15:00:00Z,48,6,MAN-YI,WP
2024313N10169-CE01-L072,2024313N10169,2024-11-13T15:00:00Z,72,6,MAN-YI,WP
2024313N10169-CE01-L096,2024313N10169,2024-11-12T15:00:00Z,96,6,MAN-YI,WP
2024313N10169-CE01-L120,2024313N10169,2024-11-11T15:00:00Z,120,6,MAN-YI,WP
2024313N10169-CE02-L024,2024313N10169,2024-11-16T14:00:00Z,24,6,MAN-YI,WP
2024313N10169-CE02-L048,2024313N10169,2024-11-15T14:00:00Z,48,6,MAN-YI,WP
2024313N10169-CE02-L072,2024313N10169,2024-11-14T14:00:00Z,72,6,MAN-YI,WP
2024313N10169-CE02-L096,2024313N10169,2024-11-13T14:00:00Z,96,6,MAN-YI,WP
2024313N10169-CE02-L120,2024313N10169,2024-11-12T14:00:00Z,120,6,MAN-YI,WP
